genes,log2FoldChange
evm.TU.Ap4.4251,NA
evm.TU.Ap4.4252,0.454923170920216
evm.TU.Ap4.4253,NA
evm.TU.Ap4.4254,NA
evm.TU.Ap4.4255,-0.645340517018014
evm.TU.Ap4.4256,NA
evm.TU.Ap4.4257,0.454923170920216
evm.TU.Ap4.4258,-0.137642197442603
evm.TU.Ap4.4259,1.22778659410997
evm.TU.Ap4.426,-0.324317958889686
evm.TU.Ap4.4260,NA
evm.TU.Ap4.4261,NA
evm.TU.Ap4.4262,0.454923170920216
evm.TU.Ap4.4263,NA
evm.TU.Ap4.4264,0.445400676341254
evm.TU.Ap4.4265,-1.38044156935446
evm.TU.Ap4.4266,0.454923170920216
evm.TU.Ap4.4267,1.22778659410997
evm.TU.Ap4.4268,-0.872968031645994
evm.TU.Ap4.4269,0.094254424207707
evm.TU.Ap4.427,0.094254424207707
evm.TU.Ap4.4270,0.454923170920216
evm.TU.Ap4.4271,1.67395945457955
evm.TU.Ap4.4272,NA
evm.TU.Ap4.4273,NA
evm.TU.Ap4.4274,NA
evm.TU.Ap4.4275,NA
evm.TU.Ap4.4276,NA
evm.TU.Ap4.4277,1.22778659410997
evm.TU.Ap4.4278,0.0942544242077075
evm.TU.Ap4.4279,NA
evm.TU.Ap4.428,0.146483341300719
evm.TU.Ap4.4280,NA
evm.TU.Ap4.4281,NA
evm.TU.Ap4.4282,NA
evm.TU.Ap4.4283,NA
evm.TU.Ap4.4284,0.454923170920216
evm.TU.Ap4.4285,NA
evm.TU.Ap4.4286,NA
evm.TU.Ap4.4287,1.22778659410997
evm.TU.Ap4.4288,NA
evm.TU.Ap4.4289,NA
evm.TU.Ap4.429,-0.0718549667054049
evm.TU.Ap4.4290,0.583073611307316
evm.TU.Ap4.4291,0.576311568101981
evm.TU.Ap4.4292,0.506453354886214
evm.TU.Ap4.4293,NA
evm.TU.Ap4.4294,-0.863523648096485
evm.TU.Ap4.4295,NA
evm.TU.Ap4.4296,-0.696825789727079
evm.TU.Ap4.4297,0.230114714803074
evm.TU.Ap4.4298,NA
evm.TU.Ap4.4299,0.454923170920216
evm.TU.Ap4.43,NA
evm.TU.Ap4.430,-0.353666244277214
evm.TU.Ap4.4300,-1.01577153272065
evm.TU.Ap4.4301,0.232214469276812
evm.TU.Ap4.4302,-0.652816687746242
evm.TU.Ap4.4303,0.650186982676525
evm.TU.Ap4.4304,-0.319725377284447
evm.TU.Ap4.4305,NA
evm.TU.Ap4.4306,-0.271155127627075
evm.TU.Ap4.4307,NA
evm.TU.Ap4.4308,NA
evm.TU.Ap4.4309,NA
evm.TU.Ap4.431,0.00534739130596486
evm.TU.Ap4.4310,1.22778659410997
evm.TU.Ap4.4311,NA
evm.TU.Ap4.4312,NA
evm.TU.Ap4.4313,NA
evm.TU.Ap4.4314,-0.271155127627075
evm.TU.Ap4.4315,0.454923170920216
evm.TU.Ap4.4316,0.454923170920216
evm.TU.Ap4.4317,NA
evm.TU.Ap4.4318,NA
evm.TU.Ap4.4319,NA
evm.TU.Ap4.432,0.290788977702944
evm.TU.Ap4.4320,-1.81438306572206
evm.TU.Ap4.4321,-0.964193309760939
evm.TU.Ap4.4322,NA
evm.TU.Ap4.4323,NA
evm.TU.Ap4.4324,1.22778659410997
evm.TU.Ap4.4325,-0.0241400623950487
evm.TU.Ap4.4326,0.148715450545075
evm.TU.Ap4.4327,0.867123031470339
evm.TU.Ap4.4328,NA
evm.TU.Ap4.4329,0.867117847397456
evm.TU.Ap4.433,-1.22237493432839
evm.TU.Ap4.4330,-1.59104699758216
evm.TU.Ap4.4331,0.454923170920216
evm.TU.Ap4.4332,-0.0408498058121626
evm.TU.Ap4.4333,0.867117847397456
evm.TU.Ap4.4334,1.30721129146918
evm.TU.Ap4.4335,0.582400199813725
evm.TU.Ap4.4336,-0.396347714937643
evm.TU.Ap4.4337,1.26090907431154
evm.TU.Ap4.4338,2.11723469208011
evm.TU.Ap4.4339,0.506449100684947
evm.TU.Ap4.434,-0.753937940464061
evm.TU.Ap4.4340,0.78381077836638
evm.TU.Ap4.4341,NA
evm.TU.Ap4.4342,0.370155002296982
evm.TU.Ap4.4343,NA
evm.TU.Ap4.4344,NA
evm.TU.Ap4.4345,NA
evm.TU.Ap4.4346,-0.594679772384523
evm.TU.Ap4.4347,0.867117847397456
evm.TU.Ap4.4348,NA
evm.TU.Ap4.4349,NA
evm.TU.Ap4.435,NA
evm.TU.Ap4.4350,NA
evm.TU.Ap4.4351,NA
evm.TU.Ap4.4352,NA
evm.TU.Ap4.4353,0.454923170920216
evm.TU.Ap4.4354,-1.20656254134805
evm.TU.Ap4.4355,0.454923170920216
evm.TU.Ap4.4356,2.22761653147344
evm.TU.Ap4.4357,-0.567253467856242
evm.TU.Ap4.4358,-0.561438999772631
evm.TU.Ap4.4359,-0.461567666774297
evm.TU.Ap4.436,1.22778659410997
evm.TU.Ap4.4360,NA
evm.TU.Ap4.4361,-0.6632468713448
evm.TU.Ap4.4362,-0.271155127627075
evm.TU.Ap4.4363,-0.476072564686411
evm.TU.Ap4.4364,0.148148568379802
evm.TU.Ap4.4365,-0.631831094491158
evm.TU.Ap4.4366,0.867117847397456
evm.TU.Ap4.4367,0.454923170920216
evm.TU.Ap4.4368,-0.582791882192697
evm.TU.Ap4.4369,NA
evm.TU.Ap4.437,0.0868069467842971
evm.TU.Ap4.4370,NA
evm.TU.Ap4.4371,0.0631856744211716
evm.TU.Ap4.4372,-1.30338500600839
evm.TU.Ap4.4373,NA
evm.TU.Ap4.4374,NA
evm.TU.Ap4.4375,NA
evm.TU.Ap4.4376,0.454923170920216
evm.TU.Ap4.4377,0.0942544242077071
evm.TU.Ap4.4378,-0.862159500002766
evm.TU.Ap4.4379,1.85830382588189
evm.TU.Ap4.438,NA
evm.TU.Ap4.4380,1.22778659410997
evm.TU.Ap4.4381,NA
evm.TU.Ap4.4382,NA
evm.TU.Ap4.4383,NA
evm.TU.Ap4.4384,0.944404702978594
evm.TU.Ap4.4385,NA
evm.TU.Ap4.4386,0.737900650414147
evm.TU.Ap4.4387,NA
evm.TU.Ap4.4388,0.135138534402716
evm.TU.Ap4.4389,NA
evm.TU.Ap4.439,NA
evm.TU.Ap4.4390,0.653859948369413
evm.TU.Ap4.4391,NA
evm.TU.Ap4.4392,NA
evm.TU.Ap4.4393,NA
evm.TU.Ap4.4394,-0.271155127627075
evm.TU.Ap4.4395,NA
evm.TU.Ap4.4396,NA
evm.TU.Ap4.4397,NA
evm.TU.Ap4.4398,NA
evm.TU.Ap4.4399,-0.729013628767668
evm.TU.Ap4.44,NA
evm.TU.Ap4.440,0.260283966716937
evm.TU.Ap4.4400,0.0942544242077072
evm.TU.Ap4.4401,0.50645244966332
evm.TU.Ap4.4402,NA
evm.TU.Ap4.4403,NA
evm.TU.Ap4.4404,0.506453467592382
evm.TU.Ap4.4405,NA
evm.TU.Ap4.4406,NA
evm.TU.Ap4.4407,-0.434436676380036
evm.TU.Ap4.4408,NA
evm.TU.Ap4.4409,NA
evm.TU.Ap4.441,0.58439527987997
evm.TU.Ap4.4410,NA
evm.TU.Ap4.4411,NA
evm.TU.Ap4.4412,NA
evm.TU.Ap4.4413,1.73020908204562
evm.TU.Ap4.4414,NA
evm.TU.Ap4.4415,-0.896825318977065
evm.TU.Ap4.4416,-1.31884518620402
evm.TU.Ap4.4417,-1.89492242175807
evm.TU.Ap4.4418,NA
evm.TU.Ap4.4419,0.727666839536235
evm.TU.Ap4.442,1.62088884453356
evm.TU.Ap4.4420,NA
evm.TU.Ap4.4421,NA
evm.TU.Ap4.4422,NA
evm.TU.Ap4.4423,-0.271155127627075
evm.TU.Ap4.4424,NA
evm.TU.Ap4.4425,NA
evm.TU.Ap4.4426,NA
evm.TU.Ap4.4427,NA
evm.TU.Ap4.4428,NA
evm.TU.Ap4.4429,-1.60429645969658
evm.TU.Ap4.443,0.557260927689662
evm.TU.Ap4.4430,1.92424460149506
evm.TU.Ap4.4431,-0.18406968384096
evm.TU.Ap4.4432,0.581733613765884
evm.TU.Ap4.4433,NA
evm.TU.Ap4.4434,0.454923170920216
evm.TU.Ap4.4435,1.62088896238965
evm.TU.Ap4.4436,-0.179001303780297
evm.TU.Ap4.4437,1.22778659410997
evm.TU.Ap4.4438,NA
evm.TU.Ap4.4439,NA
evm.TU.Ap4.444,0.454923170920216
evm.TU.Ap4.4440,NA
evm.TU.Ap4.4441,1.22778659410997
evm.TU.Ap4.4442,NA
evm.TU.Ap4.4443,0.454923170920216
evm.TU.Ap4.4444,NA
evm.TU.Ap4.4445,0.191756834591966
evm.TU.Ap4.4446,NA
evm.TU.Ap4.4447,0.21831284185678
evm.TU.Ap4.4448,-0.153125051762284
evm.TU.Ap4.4449,-0.739521343983178
evm.TU.Ap4.445,0.165891089172243
evm.TU.Ap4.4450,NA
evm.TU.Ap4.4451,0.0483696718175674
evm.TU.Ap4.4452,NA
evm.TU.Ap4.4453,NA
evm.TU.Ap4.4454,-1.18384494897114
evm.TU.Ap4.4455,NA
evm.TU.Ap4.4456,0.0942544242077074
evm.TU.Ap4.4457,NA
evm.TU.Ap4.4458,NA
evm.TU.Ap4.4459,0.454923170920216
evm.TU.Ap4.446,0.264126668202031
evm.TU.Ap4.4460,NA
evm.TU.Ap4.4461,0.498640639548785
evm.TU.Ap4.4462,0.0942544242077079
evm.TU.Ap4.4463,NA
evm.TU.Ap4.4464,1.82474183179977
evm.TU.Ap4.4465,NA
evm.TU.Ap4.4466,0.454923170920216
evm.TU.Ap4.4467,NA
evm.TU.Ap4.4468,NA
evm.TU.Ap4.4469,NA
evm.TU.Ap4.447,-0.140523028541841
evm.TU.Ap4.4470,0.922465144175965
evm.TU.Ap4.4471,0.454923170920216
evm.TU.Ap4.4472,-0.780764802571207
evm.TU.Ap4.4473,0.498517603748592
evm.TU.Ap4.4474,0.9235914826215
evm.TU.Ap4.4475,-0.439724989974926
evm.TU.Ap4.4476,1.22778659410997
evm.TU.Ap4.4477,-0.436933557258774
evm.TU.Ap4.4478,0.933292185476042
evm.TU.Ap4.4479,0.50645333495114
evm.TU.Ap4.448,-1.78112587136368
evm.TU.Ap4.4480,0.454923170920216
evm.TU.Ap4.4481,0.454923170920216
evm.TU.Ap4.4482,NA
evm.TU.Ap4.4483,NA
evm.TU.Ap4.4484,NA
evm.TU.Ap4.4485,0.184523960475703
evm.TU.Ap4.4486,0.801184515546995
evm.TU.Ap4.4487,NA
evm.TU.Ap4.4488,-0.266847918195702
evm.TU.Ap4.4489,2.54080766140611
evm.TU.Ap4.449,-1.14008817264603
evm.TU.Ap4.4490,1.26141187152089
evm.TU.Ap4.4491,0.828446390184804
evm.TU.Ap4.4492,-1.5273745094588
evm.TU.Ap4.4493,0.454923170920216
evm.TU.Ap4.4494,-0.187776349831808
evm.TU.Ap4.4495,NA
evm.TU.Ap4.4496,-0.178440634233342
evm.TU.Ap4.4497,NA
evm.TU.Ap4.4498,0.936500920533699
evm.TU.Ap4.4499,NA
evm.TU.Ap4.45,NA
evm.TU.Ap4.450,NA
evm.TU.Ap4.4500,NA
evm.TU.Ap4.4501,0.454923170920216
evm.TU.Ap4.4502,NA
evm.TU.Ap4.4503,-0.134084686447928
evm.TU.Ap4.4504,NA
evm.TU.Ap4.4505,NA
evm.TU.Ap4.4506,0.454923170920216
evm.TU.Ap4.4507,-0.762380196426315
evm.TU.Ap4.4508,1.22778659410997
evm.TU.Ap4.4509,NA
evm.TU.Ap4.451,NA
evm.TU.Ap4.4510,0.454923170920216
evm.TU.Ap4.4511,0.454923170920216
evm.TU.Ap4.4512,NA
evm.TU.Ap4.4513,NA
evm.TU.Ap4.4514,0.0942544242077071
evm.TU.Ap4.4515,0.867117847397456
evm.TU.Ap4.4516,0.15813265551997
evm.TU.Ap4.4517,NA
evm.TU.Ap4.4518,0.948319305910104
evm.TU.Ap4.4519,NA
evm.TU.Ap4.452,0.0223571640129975
evm.TU.Ap4.4520,NA
evm.TU.Ap4.4521,NA
evm.TU.Ap4.4522,0.580632270539445
evm.TU.Ap4.4523,-1.07907039461496
evm.TU.Ap4.4524,-0.902839146337452
evm.TU.Ap4.4525,NA
evm.TU.Ap4.4526,0.454923170920216
evm.TU.Ap4.4527,NA
evm.TU.Ap4.4528,-0.0316626079930662
evm.TU.Ap4.4529,0.470589448744463
evm.TU.Ap4.453,-0.237805398312441
evm.TU.Ap4.4530,-0.339193256807993
evm.TU.Ap4.4531,-0.0138518755164543
evm.TU.Ap4.4532,0.454923170920216
evm.TU.Ap4.4533,0.454923170920216
evm.TU.Ap4.4534,0.454923170920216
evm.TU.Ap4.4535,-0.667010113369174
evm.TU.Ap4.4536,1.22778659410997
evm.TU.Ap4.4537,NA
evm.TU.Ap4.4538,0.867117847397456
evm.TU.Ap4.4539,NA
evm.TU.Ap4.454,0.711384541354036
evm.TU.Ap4.4540,NA
evm.TU.Ap4.4541,NA
evm.TU.Ap4.4542,NA
evm.TU.Ap4.4543,1.24796702016586
evm.TU.Ap4.4544,NA
evm.TU.Ap4.4545,NA
evm.TU.Ap4.4546,NA
evm.TU.Ap4.4547,0.174596170492233
evm.TU.Ap4.4548,NA
evm.TU.Ap4.4549,NA
evm.TU.Ap4.455,0.0557752669790804
evm.TU.Ap4.4550,1.62468393217263
evm.TU.Ap4.4551,NA
evm.TU.Ap4.4552,-0.576011986594093
evm.TU.Ap4.4553,1.0056877070902
evm.TU.Ap4.4554,-2.33177107572368
evm.TU.Ap4.4555,1.67395945457955
evm.TU.Ap4.4556,0.867117847397456
evm.TU.Ap4.4557,-0.840476393412217
evm.TU.Ap4.4558,-0.445977286057994
evm.TU.Ap4.4559,-1.21490181802648
evm.TU.Ap4.456,0.0685147646447464
evm.TU.Ap4.4560,NA
evm.TU.Ap4.4561,0.506452178928682
evm.TU.Ap4.4562,0.0942544242077072
evm.TU.Ap4.4563,0.579188251116823
evm.TU.Ap4.4564,0.546851892421714
evm.TU.Ap4.4565,NA
evm.TU.Ap4.4566,NA
evm.TU.Ap4.4567,0.867117847397457
evm.TU.Ap4.4568,1.25573791739186
evm.TU.Ap4.4569,NA
evm.TU.Ap4.457,-1.05424650689559
evm.TU.Ap4.4570,0.93614852988995
evm.TU.Ap4.4571,1.22778659410997
evm.TU.Ap4.4572,NA
evm.TU.Ap4.4573,-0.0100665082307604
evm.TU.Ap4.4574,0.0942544242077072
evm.TU.Ap4.4575,NA
evm.TU.Ap4.4576,1.52817245848026
evm.TU.Ap4.4577,-0.569415586801721
evm.TU.Ap4.4578,NA
evm.TU.Ap4.4579,0.867117847397457
evm.TU.Ap4.458,2.15266630947456
evm.TU.Ap4.4580,-0.919445458692721
evm.TU.Ap4.4581,0.942099492165168
evm.TU.Ap4.4582,1.7033259499546
evm.TU.Ap4.4583,0.84532563991293
evm.TU.Ap4.4584,NA
evm.TU.Ap4.4585,NA
evm.TU.Ap4.4586,-0.271155127627075
evm.TU.Ap4.4587,NA
evm.TU.Ap4.4588,NA
evm.TU.Ap4.4589,NA
evm.TU.Ap4.459,NA
evm.TU.Ap4.4590,NA
evm.TU.Ap4.4591,0.54491292134393
evm.TU.Ap4.4592,-1.53601540475916
evm.TU.Ap4.4593,-0.18581182496207
evm.TU.Ap4.4594,NA
evm.TU.Ap4.4595,NA
evm.TU.Ap4.4596,-0.203255826268631
evm.TU.Ap4.4597,NA
evm.TU.Ap4.4598,0.112045385574659
evm.TU.Ap4.4599,0.149887457400101
evm.TU.Ap4.46,NA
evm.TU.Ap4.460,-0.567662274223904
evm.TU.Ap4.4600,NA
evm.TU.Ap4.4601,NA
evm.TU.Ap4.4602,0.454923170920216
evm.TU.Ap4.4603,-0.673337405015018
evm.TU.Ap4.4604,1.22778659410997
evm.TU.Ap4.4605,NA
evm.TU.Ap4.4606,NA
evm.TU.Ap4.4607,-0.17386751506922
evm.TU.Ap4.4608,NA
evm.TU.Ap4.4609,0.454923170920216
evm.TU.Ap4.461,NA
evm.TU.Ap4.4610,0.454923170920216
evm.TU.Ap4.4611,-0.607844074416376
evm.TU.Ap4.4612,1.22778659410997
evm.TU.Ap4.4613,NA
evm.TU.Ap4.4614,-0.140629059905241
evm.TU.Ap4.4615,1.22778659410997
evm.TU.Ap4.4616,NA
evm.TU.Ap4.4617,NA
evm.TU.Ap4.4618,0.089480128443652
evm.TU.Ap4.4619,0.454923170920216
evm.TU.Ap4.462,0.454923170920216
evm.TU.Ap4.4620,NA
evm.TU.Ap4.4621,NA
evm.TU.Ap4.4622,NA
evm.TU.Ap4.4623,NA
evm.TU.Ap4.4624,NA
evm.TU.Ap4.4625,-0.753763061028043
evm.TU.Ap4.4626,0.142011151050482
evm.TU.Ap4.4627,NA
evm.TU.Ap4.4628,NA
evm.TU.Ap4.4629,NA
evm.TU.Ap4.463,-0.103208974049666
evm.TU.Ap4.4630,0.454923170920216
evm.TU.Ap4.4631,NA
evm.TU.Ap4.4632,-0.0234645492197106
evm.TU.Ap4.4633,NA
evm.TU.Ap4.4634,-0.949880875286065
evm.TU.Ap4.4635,NA
evm.TU.Ap4.4636,NA
evm.TU.Ap4.4637,1.22778659410997
evm.TU.Ap4.4638,0.616640517384997
evm.TU.Ap4.4639,NA
evm.TU.Ap4.464,1.22778659410997
evm.TU.Ap4.4640,NA
evm.TU.Ap4.4641,NA
evm.TU.Ap4.4642,NA
evm.TU.Ap4.4643,1.66196101412698
evm.TU.Ap4.4644,NA
evm.TU.Ap4.4645,1.22778659410997
evm.TU.Ap4.4646,NA
evm.TU.Ap4.4647,NA
evm.TU.Ap4.4648,-0.226718561945317
evm.TU.Ap4.4649,0.454923170920216
evm.TU.Ap4.465,0.764989084178161
evm.TU.Ap4.4650,1.22778659410997
evm.TU.Ap4.4651,0.800403161380993
evm.TU.Ap4.4652,0.337373221278493
evm.TU.Ap4.4653,0.454923170920216
evm.TU.Ap4.4654,1.22778659410997
evm.TU.Ap4.4655,1.06674569964038
evm.TU.Ap4.4656,NA
evm.TU.Ap4.4657,NA
evm.TU.Ap4.4658,NA
evm.TU.Ap4.4659,0.094254424207707
evm.TU.Ap4.466,0.454923170920216
evm.TU.Ap4.4660,NA
evm.TU.Ap4.4661,1.30005342917203
evm.TU.Ap4.4662,NA
evm.TU.Ap4.4663,-0.227813892321606
evm.TU.Ap4.4664,0.0942544242077074
evm.TU.Ap4.4665,NA
evm.TU.Ap4.4666,NA
evm.TU.Ap4.4667,NA
evm.TU.Ap4.4668,-0.356007008192813
evm.TU.Ap4.4669,NA
evm.TU.Ap4.467,-0.456339902766393
evm.TU.Ap4.4670,NA
evm.TU.Ap4.4671,-1.34351536241494
evm.TU.Ap4.4672,2.34367367281538
evm.TU.Ap4.4673,0.951871064867655
evm.TU.Ap4.4674,NA
evm.TU.Ap4.4675,NA
evm.TU.Ap4.4676,NA
evm.TU.Ap4.4677,0.506452911979467
evm.TU.Ap4.4678,0.454923170920216
evm.TU.Ap4.4679,1.42895758292723
evm.TU.Ap4.468,0.506454759291931
evm.TU.Ap4.4680,NA
evm.TU.Ap4.4681,0.867117847397456
evm.TU.Ap4.4682,NA
evm.TU.Ap4.4683,-0.729839532966849
evm.TU.Ap4.4684,2.18425520318257
evm.TU.Ap4.4685,NA
evm.TU.Ap4.4686,NA
evm.TU.Ap4.4687,NA
evm.TU.Ap4.4688,NA
evm.TU.Ap4.4689,-0.293324110067757
evm.TU.Ap4.469,1.21921810094099
evm.TU.Ap4.4690,NA
evm.TU.Ap4.4691,1.35158066154448
evm.TU.Ap4.4692,0.094254424207707
evm.TU.Ap4.4693,-0.515257506305536
evm.TU.Ap4.4694,0.454923170920216
evm.TU.Ap4.4695,NA
evm.TU.Ap4.4696,1.22778659410997
evm.TU.Ap4.4697,NA
evm.TU.Ap4.4698,NA
evm.TU.Ap4.4699,NA
evm.TU.Ap4.47,-1.95096188257091
evm.TU.Ap4.470,-1.57627093230519
evm.TU.Ap4.4700,NA
evm.TU.Ap4.4701,NA
evm.TU.Ap4.4702,NA
evm.TU.Ap4.4703,0.141393040470157
evm.TU.Ap4.4704,2.77279841083239
evm.TU.Ap4.4705,NA
evm.TU.Ap4.4706,NA
evm.TU.Ap4.4707,NA
evm.TU.Ap4.4708,NA
evm.TU.Ap4.4709,NA
evm.TU.Ap4.471,NA
evm.TU.Ap4.4710,NA
evm.TU.Ap4.4711,NA
evm.TU.Ap4.4712,0.454923170920216
evm.TU.Ap4.4713,NA
evm.TU.Ap4.4714,1.22778659410997
evm.TU.Ap4.4715,NA
evm.TU.Ap4.4716,-0.179890064510486
evm.TU.Ap4.4717,0.61116262099141
evm.TU.Ap4.4718,0.476484448284475
evm.TU.Ap4.4719,0.299384249774446
evm.TU.Ap4.472,1.26143266950044
evm.TU.Ap4.4720,0.25990897927364
evm.TU.Ap4.4721,0.448466273770821
evm.TU.Ap4.4722,-0.565445594857125
evm.TU.Ap4.4723,-0.210352705473196
evm.TU.Ap4.4724,0.281578015706319
evm.TU.Ap4.4725,0.0839933987525563
evm.TU.Ap4.4726,-0.0190981164225222
evm.TU.Ap4.4727,0.351790480963712
evm.TU.Ap4.4728,-2.02816233430674
evm.TU.Ap4.4729,1.14529104950293
evm.TU.Ap4.473,NA
evm.TU.Ap4.4730,0.338384181547797
evm.TU.Ap4.4731,NA
evm.TU.Ap4.4732,-0.799506225197093
evm.TU.Ap4.4733,-0.152125121860571
evm.TU.Ap4.4734,0.093993109371875
evm.TU.Ap4.4735,-0.482206215074408
evm.TU.Ap4.4736,-0.0892134283159705
evm.TU.Ap4.4737,-0.0913627742390092
evm.TU.Ap4.4738,-0.466873604816398
evm.TU.Ap4.4739,-0.0787608966073591
evm.TU.Ap4.474,-0.00762932089329697
evm.TU.Ap4.4740,-0.171833337025426
evm.TU.Ap4.4741,-0.44359346109441
evm.TU.Ap4.4742,0.454923170920216
evm.TU.Ap4.4743,0.10136087856091
evm.TU.Ap4.4744,0.200270653976479
evm.TU.Ap4.4745,-0.314530436097549
evm.TU.Ap4.4746,-0.305949945764831
evm.TU.Ap4.4747,-1.16610188107832
evm.TU.Ap4.4748,-2.05494588661337
evm.TU.Ap4.4749,-0.878595830542923
evm.TU.Ap4.475,0.574540459243828
evm.TU.Ap4.4750,-1.01614448861048
evm.TU.Ap4.4751,4.08461680105584
evm.TU.Ap4.4752,NA
evm.TU.Ap4.4753,0.454923170920216
evm.TU.Ap4.4754,-1.22585253670809
evm.TU.Ap4.4755,2.41702956527762
evm.TU.Ap4.4756,0.578656888984488
evm.TU.Ap4.4757,NA
evm.TU.Ap4.4758,0.944693258847994
evm.TU.Ap4.4759,0.0501593445513348
evm.TU.Ap4.476,0.094254424207707
evm.TU.Ap4.4760,0.288970290478726
evm.TU.Ap4.4761,0.05928108286462
evm.TU.Ap4.4762,-0.997890047754817
evm.TU.Ap4.4763,NA
evm.TU.Ap4.4764,0.105742784163169
evm.TU.Ap4.4765,0.323438722735436
evm.TU.Ap4.4766,0.867117847397456
evm.TU.Ap4.4767,0.454923170920216
evm.TU.Ap4.4768,NA
evm.TU.Ap4.4769,-0.256997402524006
evm.TU.Ap4.477,NA
evm.TU.Ap4.4770,0.999377101817709
evm.TU.Ap4.4771,0.867117847397456
evm.TU.Ap4.4772,0.941011010545207
evm.TU.Ap4.4773,0.094254424207707
evm.TU.Ap4.4774,NA
evm.TU.Ap4.4775,-1.92811828039954
evm.TU.Ap4.4776,NA
evm.TU.Ap4.4777,NA
evm.TU.Ap4.4778,-0.0934643674053707
evm.TU.Ap4.4779,NA
evm.TU.Ap4.478,0.478626921428239
evm.TU.Ap4.4780,-0.193195167709141
evm.TU.Ap4.4781,NA
evm.TU.Ap4.4782,-0.262831687066461
evm.TU.Ap4.4783,NA
evm.TU.Ap4.4784,NA
evm.TU.Ap4.4785,0.0942544242077075
evm.TU.Ap4.4786,0.454923170920216
evm.TU.Ap4.4787,0.454923170920216
evm.TU.Ap4.4788,NA
evm.TU.Ap4.4789,NA
evm.TU.Ap4.479,-0.861460488696189
evm.TU.Ap4.4790,NA
evm.TU.Ap4.4791,-0.349721067657521
evm.TU.Ap4.4792,0.224500427926048
evm.TU.Ap4.4793,0.0218890990627769
evm.TU.Ap4.4794,0.688847952942304
evm.TU.Ap4.4795,0.159611977876757
evm.TU.Ap4.4796,NA
evm.TU.Ap4.4797,-0.138209678863885
evm.TU.Ap4.4798,NA
evm.TU.Ap4.4799,NA
evm.TU.Ap4.48,1.03825815125878
evm.TU.Ap4.480,1.16807024542097
evm.TU.Ap4.4800,NA
evm.TU.Ap4.4801,NA
evm.TU.Ap4.4802,NA
evm.TU.Ap4.4803,0.512356463098258
evm.TU.Ap4.4804,NA
evm.TU.Ap4.4805,NA
evm.TU.Ap4.4806,NA
evm.TU.Ap4.4807,NA
evm.TU.Ap4.4808_evm.TU.Ap4.4811,-0.20737552393025
evm.TU.Ap4.4809,NA
evm.TU.Ap4.481,1.22778659410997
evm.TU.Ap4.4810,NA
evm.TU.Ap4.4812,-0.0236054181924211
evm.TU.Ap4.4813,NA
evm.TU.Ap4.4814,0.32165242760061
evm.TU.Ap4.4815,NA
evm.TU.Ap4.4816,0.454923170920216
evm.TU.Ap4.4817,0.454923170920216
evm.TU.Ap4.4818,NA
evm.TU.Ap4.4819,1.63516667010363
evm.TU.Ap4.482,NA
evm.TU.Ap4.4820,NA
evm.TU.Ap4.4821,0.867117847397456
evm.TU.Ap4.4822,NA
evm.TU.Ap4.4823,0.0942544242077072
evm.TU.Ap4.4824,NA
evm.TU.Ap4.4825,NA
evm.TU.Ap4.4826,NA
evm.TU.Ap4.4827,0.0942544242077072
evm.TU.Ap4.4828,0.867117847397456
evm.TU.Ap4.4829,NA
evm.TU.Ap4.483,NA
evm.TU.Ap4.4830,NA
evm.TU.Ap4.4831,NA
evm.TU.Ap4.4832,NA
evm.TU.Ap4.4833,NA
evm.TU.Ap4.4834,NA
evm.TU.Ap4.4835,0.454923170920216
evm.TU.Ap4.4836,2.28208586340652
evm.TU.Ap4.4837,1.67395945457955
evm.TU.Ap4.4838,NA
evm.TU.Ap4.4839,NA
evm.TU.Ap4.484,0.334939771581784
evm.TU.Ap4.4840,NA
evm.TU.Ap4.4841,0.867117847397456
evm.TU.Ap4.4842,NA
evm.TU.Ap4.4843,1.4474649529887
evm.TU.Ap4.4844,-0.0376459333140811
evm.TU.Ap4.4845,1.09533349465187
evm.TU.Ap4.4846,NA
evm.TU.Ap4.4847,0.454923170920216
evm.TU.Ap4.4848,NA
evm.TU.Ap4.4849,NA
evm.TU.Ap4.485,0.199451641611634
evm.TU.Ap4.4850,NA
evm.TU.Ap4.4851,NA
evm.TU.Ap4.4852,NA
evm.TU.Ap4.4853,NA
evm.TU.Ap4.4854,0.572889588728721
evm.TU.Ap4.4855,-4.54048901167963e-05
evm.TU.Ap4.4856,NA
evm.TU.Ap4.4857,0.506456435181349
evm.TU.Ap4.4858,0.411216812649923
evm.TU.Ap4.4859,0.867117847397456
evm.TU.Ap4.486,-0.150123080308494
evm.TU.Ap4.4860,0.454923170920216
evm.TU.Ap4.4861,-0.766720316428903
evm.TU.Ap4.4862,0.0942544242077069
evm.TU.Ap4.4863,0.867117847397457
evm.TU.Ap4.4864,1.22778659410997
evm.TU.Ap4.4865,-0.0566438601786009
evm.TU.Ap4.4866,0.307222274123452
evm.TU.Ap4.4867,0.282425830463565
evm.TU.Ap4.4868,0.901973858032891
evm.TU.Ap4.4869,NA
evm.TU.Ap4.487,-0.324350049433405
evm.TU.Ap4.4870,0.889611856870056
evm.TU.Ap4.4871,0.867117847397456
evm.TU.Ap4.4872,-1.76709670530554
evm.TU.Ap4.4873,-1.08620739165325
evm.TU.Ap4.4874,NA
evm.TU.Ap4.4875,-0.60964343093454
evm.TU.Ap4.4876,NA
evm.TU.Ap4.4877,0.132998025959242
