genes,signedlogP
evm.TU.Ap3.1346,3.53637556986677
evm.TU.Ap3.1347,NA
evm.TU.Ap3.1348,0.279627127659963
evm.TU.Ap3.1349,0.195502036814126
evm.TU.Ap3.135,1.04755140778064
evm.TU.Ap3.1350,-0.328832562491138
evm.TU.Ap3.1351,-2.49001263453954
evm.TU.Ap3.1352,0.0513523069508945
evm.TU.Ap3.1353,-0.149001655265489
evm.TU.Ap3.1354,NA
evm.TU.Ap3.1355,-1.47450298775172
evm.TU.Ap3.1356,-0.626731580309736
evm.TU.Ap3.1357,-0.647776632756439
evm.TU.Ap3.1358,NA
evm.TU.Ap3.1359,NA
evm.TU.Ap3.136,-0.973930867218772
evm.TU.Ap3.1360,0.943026134910897
evm.TU.Ap3.1361,NA
evm.TU.Ap3.1362,1.54219510027361
evm.TU.Ap3.1363,-0.308432977785333
evm.TU.Ap3.1364,0.126066134843662
evm.TU.Ap3.1365,2.27654937569967
evm.TU.Ap3.1366,-0.213109387982716
evm.TU.Ap3.1367,0.126067266943654
evm.TU.Ap3.1368,-0.645200189042472
evm.TU.Ap3.1369,0.048413924836578
evm.TU.Ap3.137,-0.575836233873512
evm.TU.Ap3.1370_evm.TU.Ap3.1371,0.529069110497662
evm.TU.Ap3.1372,0.0554336382213502
evm.TU.Ap3.1373,-0.894626196436254
evm.TU.Ap3.1374,0.113340370959595
evm.TU.Ap3.1375,0.0450881190197128
evm.TU.Ap3.1376,-0.527263018114551
evm.TU.Ap3.1377,-1.10826664411486
evm.TU.Ap3.1378,0.0614171380862257
evm.TU.Ap3.1379,0.135997393423297
evm.TU.Ap3.138,0.307787516827045
evm.TU.Ap3.1380,0.823117522176755
evm.TU.Ap3.1381,-0.199799229317824
evm.TU.Ap3.1382,NA
evm.TU.Ap3.1383,0.553654939443773
evm.TU.Ap3.1384,-2.44296797280364
evm.TU.Ap3.1385,0.0812932196122082
evm.TU.Ap3.1386,-0.043702657652946
evm.TU.Ap3.1387,-3.35937415529157
evm.TU.Ap3.1388,-0.420656930107203
evm.TU.Ap3.1389,-0.752111819774244
evm.TU.Ap3.139,0.555980869379515
evm.TU.Ap3.1390,0.0513523219354038
evm.TU.Ap3.1391,-0.0223379013389867
evm.TU.Ap3.1392,NA
evm.TU.Ap3.1393,NA
evm.TU.Ap3.1394,2.8975943987189
evm.TU.Ap3.1395,0.107482068797723
evm.TU.Ap3.1396,-0.522792218913789
evm.TU.Ap3.1397,0.126065346246393
evm.TU.Ap3.1398,0.114468766347892
evm.TU.Ap3.1399,-0.195574832889674
evm.TU.Ap3.14,-4.66153721895973
evm.TU.Ap3.140,-0.81637953472165
evm.TU.Ap3.1400,0.887457244110067
evm.TU.Ap3.1401,-0.153757613674014
evm.TU.Ap3.1402,0.0262384345479027
evm.TU.Ap3.1403,0.678749813888662
evm.TU.Ap3.1404,0.1164087297161
evm.TU.Ap3.1405,0.646509258736197
evm.TU.Ap3.1406,2.70205603928769
evm.TU.Ap3.1407,-1.61897186222539
evm.TU.Ap3.1408,-1.35521778794273
evm.TU.Ap3.1409,-2.18577999249634
evm.TU.Ap3.141,-0.642028103193405
evm.TU.Ap3.1410,-0.0892907675254531
evm.TU.Ap3.1411,NA
evm.TU.Ap3.1412,NA
evm.TU.Ap3.1413,NA
evm.TU.Ap3.1414,-0.532952711609337
evm.TU.Ap3.1415,-1.88802191079344
evm.TU.Ap3.1416,-1.75914434333483
evm.TU.Ap3.1417,-0.383205136136122
evm.TU.Ap3.1418,-10.6137063116556
evm.TU.Ap3.1419,1.48251342152002
evm.TU.Ap3.142,0.847475103460437
evm.TU.Ap3.1420,-1.46525947575853
evm.TU.Ap3.1421,-0.884851591216669
evm.TU.Ap3.1422,0.0937289306261344
evm.TU.Ap3.1423_evm.TU.Ap3.1431,0.584944649643453
evm.TU.Ap3.1424,NA
evm.TU.Ap3.1425,NA
evm.TU.Ap3.1426,NA
evm.TU.Ap3.1427,NA
evm.TU.Ap3.1428,NA
evm.TU.Ap3.1429,NA
evm.TU.Ap3.143,1.18723367858501
evm.TU.Ap3.1430,NA
evm.TU.Ap3.1432,1.56948348992444
evm.TU.Ap3.1433,0.162490697835119
evm.TU.Ap3.1434,-2.56311231603906
evm.TU.Ap3.1435,-1.06522370831154
evm.TU.Ap3.1436,-1.79659642037893
evm.TU.Ap3.1437,0.504445763838683
evm.TU.Ap3.1438,-0.759935706703625
evm.TU.Ap3.1439,0.119929528729513
evm.TU.Ap3.144,-2.44244325017655
evm.TU.Ap3.1440,-0.864334641184805
evm.TU.Ap3.1441,NA
evm.TU.Ap3.1442,-0.0108355280425469
evm.TU.Ap3.1443,-0.332753820544787
evm.TU.Ap3.1444,0.126066083703801
evm.TU.Ap3.1445,-0.0960064756724077
evm.TU.Ap3.1446,0.421715329582727
evm.TU.Ap3.1447,0.364005711115741
evm.TU.Ap3.1448,1.67574810632249
evm.TU.Ap3.1449,-0.731951757933528
evm.TU.Ap3.145,4.10812875583435
evm.TU.Ap3.1450,NA
evm.TU.Ap3.1451,NA
evm.TU.Ap3.1452,0.0513541057235983
evm.TU.Ap3.1453,NA
evm.TU.Ap3.1454,NA
evm.TU.Ap3.1455,-0.0525270670241343
evm.TU.Ap3.1456,NA
evm.TU.Ap3.1457,NA
evm.TU.Ap3.1458,NA
evm.TU.Ap3.1459,NA
evm.TU.Ap3.146,0.862949889229384
evm.TU.Ap3.1460,2.40782238011984
evm.TU.Ap3.1461,NA
evm.TU.Ap3.1462,NA
evm.TU.Ap3.1463,NA
evm.TU.Ap3.1464,0.530901227282767
evm.TU.Ap3.1465,NA
evm.TU.Ap3.1466,-0.404630326773231
evm.TU.Ap3.1467,-0.222451631708468
evm.TU.Ap3.1468,-1.76874471325159
evm.TU.Ap3.1469,-5.61935658852055
evm.TU.Ap3.147,0.692916504542242
evm.TU.Ap3.1470,-2.51097204315217
evm.TU.Ap3.1471,-1.2768603303581
evm.TU.Ap3.1472,NA
evm.TU.Ap3.1473,0.497193669773692
evm.TU.Ap3.1474,-1.45913315976739
evm.TU.Ap3.1475,-1.40773856593717
evm.TU.Ap3.1476,-0.0101602967201102
evm.TU.Ap3.1477,-0.259393555945394
evm.TU.Ap3.1478,0.0990856034921921
evm.TU.Ap3.1479,0.0513481220193971
evm.TU.Ap3.148,0.448776028036638
evm.TU.Ap3.1480,0.0513525639151077
evm.TU.Ap3.1481,-0.0134155729812089
evm.TU.Ap3.1482,NA
evm.TU.Ap3.1483,NA
evm.TU.Ap3.1484,0.264179990402461
evm.TU.Ap3.1485_evm.TU.Ap3.1487,0.540967718722874
evm.TU.Ap3.1486,NA
evm.TU.Ap3.1488,-0.498595331534214
evm.TU.Ap3.1489,0.195503287391097
evm.TU.Ap3.149,NA
evm.TU.Ap3.1490,1.05277536997998
evm.TU.Ap3.1491,3.44527044021781
evm.TU.Ap3.1492,0.50011410767187
evm.TU.Ap3.1493,-0.141923009725077
evm.TU.Ap3.1494,-0.109924334981854
evm.TU.Ap3.1495,-4.03113878618294
evm.TU.Ap3.1496,-0.212926007908124
evm.TU.Ap3.1497,-0.405267901897821
evm.TU.Ap3.1498,0.59413070071823
evm.TU.Ap3.1499,-4.30524006900076
evm.TU.Ap3.15,-1.21242186321107
evm.TU.Ap3.150,-2.14453143960715
evm.TU.Ap3.1500,-1.16088878662561
evm.TU.Ap3.1501,-1.49607625518218
evm.TU.Ap3.1502,0.199979881580752
evm.TU.Ap3.1503,-3.64238508848365
evm.TU.Ap3.1504,-0.0956853040203673
evm.TU.Ap3.1505,-0.542914138429623
evm.TU.Ap3.1506,-0.152586696166158
evm.TU.Ap3.1507,1.63356767486322
evm.TU.Ap3.1508,1.63968617006974
evm.TU.Ap3.1509,NA
evm.TU.Ap3.151,0.0749440297388547
evm.TU.Ap3.1510,NA
evm.TU.Ap3.1511,0.0513507615853725
evm.TU.Ap3.1512,NA
evm.TU.Ap3.1513,NA
evm.TU.Ap3.1514,-0.271373396978596
evm.TU.Ap3.1515,NA
evm.TU.Ap3.1516,NA
evm.TU.Ap3.1517,NA
evm.TU.Ap3.1518,NA
evm.TU.Ap3.1519,NA
evm.TU.Ap3.152,0.10705125837006
evm.TU.Ap3.1520,NA
evm.TU.Ap3.1521,NA
evm.TU.Ap3.1522,NA
evm.TU.Ap3.1523,0.0513541057235983
evm.TU.Ap3.1524,NA
evm.TU.Ap3.1525,NA
evm.TU.Ap3.1526,NA
evm.TU.Ap3.1527,0.099493336235524
evm.TU.Ap3.1528,-0.058563853645278
evm.TU.Ap3.1529,0.79241229238826
evm.TU.Ap3.153,0.441592028125989
evm.TU.Ap3.1530,-0.0318336934144718
evm.TU.Ap3.1531,-0.843843200282673
evm.TU.Ap3.1532,NA
evm.TU.Ap3.1533,-0.59257418258392
evm.TU.Ap3.1534,0.0513522266912589
evm.TU.Ap3.1535,0.0513541057235986
evm.TU.Ap3.1536,1.13093886494952
evm.TU.Ap3.1537,-3.66549245785768
evm.TU.Ap3.1538,0.611348023987567
evm.TU.Ap3.1539,0.454078886989525
evm.TU.Ap3.154,NA
evm.TU.Ap3.1540,-0.62091075056928
evm.TU.Ap3.1541,-0.888717308194187
evm.TU.Ap3.1542,1.87221721384297
evm.TU.Ap3.1543,NA
evm.TU.Ap3.1544,NA
evm.TU.Ap3.1545,-1.18492610404038
evm.TU.Ap3.1546,1.05998961558164
evm.TU.Ap3.1547,NA
evm.TU.Ap3.1548,-2.32767420245312
evm.TU.Ap3.1549,0.39358438074864
evm.TU.Ap3.155,1.80860346704938
evm.TU.Ap3.1550,0.0405397359227795
evm.TU.Ap3.1551,-0.279794771378037
evm.TU.Ap3.1552,-0.509413091101736
evm.TU.Ap3.1553,-0.548634186261639
evm.TU.Ap3.1554,1.32531723034217
evm.TU.Ap3.1555,0.271644687150997
evm.TU.Ap3.1556,0.170700280835486
evm.TU.Ap3.1557,-1.12620717486699
evm.TU.Ap3.1558,0.0513532063368722
evm.TU.Ap3.1559,0.0513523069508945
evm.TU.Ap3.156,-0.834754964133921
evm.TU.Ap3.1560,0.186889968176771
evm.TU.Ap3.1561,NA
evm.TU.Ap3.1562,0.195501112385038
evm.TU.Ap3.1563,-0.0953298479646972
evm.TU.Ap3.1564,NA
evm.TU.Ap3.1565,NA
evm.TU.Ap3.1566,1.44034368402211
evm.TU.Ap3.1567,0.115083837708269
evm.TU.Ap3.1568,0.0476089461728035
evm.TU.Ap3.1569,0.195505027403493
evm.TU.Ap3.157,-0.687876178708319
evm.TU.Ap3.1570,-0.702794207448805
evm.TU.Ap3.1571,-0.584805827996783
evm.TU.Ap3.1572,2.55685092115884
evm.TU.Ap3.1573,NA
evm.TU.Ap3.1574,-0.213494838522833
evm.TU.Ap3.1575,0.141003303238277
evm.TU.Ap3.1576,0.132126513557277
evm.TU.Ap3.1577,0.416639638553969
evm.TU.Ap3.1578,0.454533759063649
evm.TU.Ap3.1579,-5.84329080139888
evm.TU.Ap3.158,-0.14281320131696
evm.TU.Ap3.1580,0.64231230450837
evm.TU.Ap3.1581,-0.690827712762659
evm.TU.Ap3.1582,-0.253555609751714
evm.TU.Ap3.1583,-0.542109240291803
evm.TU.Ap3.1584,-8.43873986983042
evm.TU.Ap3.1585,0.498310883145727
evm.TU.Ap3.1586,-0.305004380920216
evm.TU.Ap3.1587,0.897605309226006
evm.TU.Ap3.1588,-0.25696401122553
evm.TU.Ap3.1589,0.474906191039432
evm.TU.Ap3.159,0.448772690233387
evm.TU.Ap3.1590,-1.04254791415649
evm.TU.Ap3.1591,-0.546671483294353
evm.TU.Ap3.1592,0.084785859369326
evm.TU.Ap3.1593,-0.155917926851585
evm.TU.Ap3.1594,-0.310576472843413
evm.TU.Ap3.1595,NA
evm.TU.Ap3.1596,-0.4416408201811
evm.TU.Ap3.1597,0.33858957086833
evm.TU.Ap3.1598,-0.00779385262319008
evm.TU.Ap3.1599_evm.TU.Ap3.1600,0.779382948732734
evm.TU.Ap3.16,0.497656633579548
evm.TU.Ap3.160,NA
evm.TU.Ap3.1601,-1.06799716164439
evm.TU.Ap3.1602,-0.337962148335137
evm.TU.Ap3.1603,-0.971088196998943
evm.TU.Ap3.1604,-0.775069976695706
evm.TU.Ap3.1605,-0.13641486361275
evm.TU.Ap3.1606,-0.496641682762985
evm.TU.Ap3.1607,0.126067266943654
evm.TU.Ap3.1608,0.171652316123395
evm.TU.Ap3.1609,0.971385100606492
evm.TU.Ap3.161,0.195505027403493
evm.TU.Ap3.1610,0.219102471014385
evm.TU.Ap3.1611,NA
evm.TU.Ap3.1612,-0.00401648536677057
evm.TU.Ap3.1613,-0.742272144530404
evm.TU.Ap3.1614,-0.0736440255634264
evm.TU.Ap3.1615,-2.25018118510873
evm.TU.Ap3.1616,0.0640590668092099
evm.TU.Ap3.1617,0.214186694729515
evm.TU.Ap3.1618,0.126067266943654
evm.TU.Ap3.1619,0.499857782307915
evm.TU.Ap3.162,0.0513524354329935
evm.TU.Ap3.1620,-1.77116041126737
evm.TU.Ap3.1621,NA
evm.TU.Ap3.1622,-4.25219774269908
evm.TU.Ap3.1623,NA
evm.TU.Ap3.1624,0.418350294459353
evm.TU.Ap3.1625,0.29119371599164
evm.TU.Ap3.1626,NA
evm.TU.Ap3.1627,0.183557918663314
evm.TU.Ap3.1628,NA
evm.TU.Ap3.1629,NA
evm.TU.Ap3.163,NA
evm.TU.Ap3.1630,1.48028152292108
evm.TU.Ap3.1631,1.49008728011514
evm.TU.Ap3.1632,-1.57714419453327
evm.TU.Ap3.1633,0.0513507212156661
evm.TU.Ap3.1634,NA
evm.TU.Ap3.1635,NA
evm.TU.Ap3.1636,0.205112965319148
evm.TU.Ap3.1637,2.02069977656015
evm.TU.Ap3.1638,0.069421526641516
evm.TU.Ap3.1639,NA
evm.TU.Ap3.164,0.0513533348190782
evm.TU.Ap3.1640,NA
evm.TU.Ap3.1641,NA
evm.TU.Ap3.1642,-0.447130639813121
evm.TU.Ap3.1643,-3.41351059653541
evm.TU.Ap3.1644,NA
evm.TU.Ap3.1645,NA
evm.TU.Ap3.1646,NA
evm.TU.Ap3.1647,NA
evm.TU.Ap3.1648,NA
evm.TU.Ap3.1649,NA
evm.TU.Ap3.165,1.26162103957299
evm.TU.Ap3.1650,NA
evm.TU.Ap3.1651,-0.226665656364144
evm.TU.Ap3.1652,-0.381777240519955
evm.TU.Ap3.1653,-3.64830535664327
evm.TU.Ap3.1654,-0.00361000435901478
evm.TU.Ap3.1655,NA
evm.TU.Ap3.1656,0.91991189711754
evm.TU.Ap3.1657,NA
evm.TU.Ap3.1658,-1.6668817342517
evm.TU.Ap3.1659,3.37765194187971
evm.TU.Ap3.166,0.164220970835227
evm.TU.Ap3.1660,-0.171768939032586
evm.TU.Ap3.1661,0.932422194681338
evm.TU.Ap3.1662,1.30604721214584
evm.TU.Ap3.1663,NA
evm.TU.Ap3.1664,-2.03536927959375
evm.TU.Ap3.1665,0.416826260143361
evm.TU.Ap3.1666,0.195503142392231
evm.TU.Ap3.1667,NA
evm.TU.Ap3.1668,-0.55504251513963
evm.TU.Ap3.1669,NA
evm.TU.Ap3.167,0.134964819277897
evm.TU.Ap3.1670,1.10472963878323
evm.TU.Ap3.1671,0.0513541057235983
evm.TU.Ap3.1672,NA
evm.TU.Ap3.1673,NA
evm.TU.Ap3.1674,NA
evm.TU.Ap3.1675,NA
evm.TU.Ap3.1676,NA
evm.TU.Ap3.1677,NA
evm.TU.Ap3.1678,NA
evm.TU.Ap3.1679,NA
evm.TU.Ap3.168,-0.0403746432721525
evm.TU.Ap3.1680,NA
evm.TU.Ap3.1681,NA
evm.TU.Ap3.1682,NA
evm.TU.Ap3.1683,NA
evm.TU.Ap3.1684,NA
evm.TU.Ap3.1685,NA
evm.TU.Ap3.1686,NA
evm.TU.Ap3.1687,0.77581134338252
evm.TU.Ap3.1688,NA
evm.TU.Ap3.1689,NA
evm.TU.Ap3.169,2.41577944011507
evm.TU.Ap3.1690,0.0604296405730095
evm.TU.Ap3.1691,0.0513515147801941
evm.TU.Ap3.1692,NA
evm.TU.Ap3.1693,0.459193218634182
evm.TU.Ap3.1694,1.39051169652366
evm.TU.Ap3.1695,0.0513541057235983
evm.TU.Ap3.1696,0.0106011694069912
evm.TU.Ap3.1697,NA
evm.TU.Ap3.1698,NA
evm.TU.Ap3.1699,0.153989955651367
evm.TU.Ap3.17,-0.160552111517904
evm.TU.Ap3.170,-0.894027662856706
evm.TU.Ap3.1700,1.45212663734592
evm.TU.Ap3.1701,1.62300087092456
evm.TU.Ap3.1702,-0.0307315685556833
evm.TU.Ap3.1703,NA
evm.TU.Ap3.1704,NA
evm.TU.Ap3.1705,0.673393336137723
evm.TU.Ap3.1706,0.0513532063368723
evm.TU.Ap3.1707,-0.886453482486876
evm.TU.Ap3.1708,0.306687959761631
evm.TU.Ap3.1709,0.3819336162143
evm.TU.Ap3.171,NA
evm.TU.Ap3.1710,-0.553975975402548
evm.TU.Ap3.1711,-0.365593695834081
evm.TU.Ap3.1712,1.86870871905245
evm.TU.Ap3.1713,-0.0453471942719064
evm.TU.Ap3.1714,NA
evm.TU.Ap3.1715,NA
evm.TU.Ap3.1716,1.52321922527294
evm.TU.Ap3.1717,0.928951316666234
evm.TU.Ap3.1718,0.195503776824861
evm.TU.Ap3.1719,-0.0916709127109052
evm.TU.Ap3.172,1.5110163954325
evm.TU.Ap3.1720,0.226476867628951
evm.TU.Ap3.1721,NA
evm.TU.Ap3.1722,NA
evm.TU.Ap3.1723,NA
evm.TU.Ap3.1724,0.11557466372128
evm.TU.Ap3.1725,0.0513532063368725
evm.TU.Ap3.1726,NA
evm.TU.Ap3.1727,NA
evm.TU.Ap3.1728,-1.53912200418533
evm.TU.Ap3.1729,0.894097680431746
evm.TU.Ap3.173,-2.52725955965783
evm.TU.Ap3.1730,-1.32943250596502
evm.TU.Ap3.1731,-0.162182410321678
evm.TU.Ap3.1732,NA
evm.TU.Ap3.1733,-0.0101503952025728
evm.TU.Ap3.1734,NA
evm.TU.Ap3.1735,-1.42010971280018
evm.TU.Ap3.1736,-0.865071461594695
evm.TU.Ap3.1737,-1.0259942638323
evm.TU.Ap3.1738,-0.378099517405974
evm.TU.Ap3.1739,0.839755090877568
evm.TU.Ap3.174,NA
evm.TU.Ap3.1740,0.169033779506395
evm.TU.Ap3.1741,NA
evm.TU.Ap3.1742,0.214513659495548
evm.TU.Ap3.1743,0.266102820790301
evm.TU.Ap3.1744,-3.42102936982743
evm.TU.Ap3.1745,NA
evm.TU.Ap3.1746,1.13065262036728
evm.TU.Ap3.1747,0.640891777412089
evm.TU.Ap3.1748,-0.366491941836205
evm.TU.Ap3.1749,0.0958049628944413
evm.TU.Ap3.175,0.0693135897631818
evm.TU.Ap3.1750,0.422428910662797
evm.TU.Ap3.1751,3.15156794455139
evm.TU.Ap3.1752,0.465623279557119
evm.TU.Ap3.1753,-0.208337734192487
evm.TU.Ap3.1754,-0.702070769562358
evm.TU.Ap3.1755,-2.35159355955428
evm.TU.Ap3.1756,-0.419533105512132
evm.TU.Ap3.1757,-1.06059175237168
evm.TU.Ap3.1758,0.175430935875984
evm.TU.Ap3.1759,0.970510882832797
evm.TU.Ap3.176,NA
evm.TU.Ap3.1760,-0.153623434710548
evm.TU.Ap3.1761,-0.801829744405428
evm.TU.Ap3.1762,2.08080863890176
evm.TU.Ap3.1763,1.03806181000777
evm.TU.Ap3.1764,-0.103569239798205
evm.TU.Ap3.1765,-0.0771746393919854
evm.TU.Ap3.1766,-1.01944114528148
evm.TU.Ap3.1767,-4.24602544616621
evm.TU.Ap3.1768,NA
evm.TU.Ap3.1769,-0.600749231603645
evm.TU.Ap3.177,-1.1678413649702
evm.TU.Ap3.1770,1.19051577508268
evm.TU.Ap3.1771,0.35680061072664
evm.TU.Ap3.1772,0.18124517966056
evm.TU.Ap3.1773,2.17642709499197
evm.TU.Ap3.1774,-0.504624323101161
evm.TU.Ap3.1775,NA
evm.TU.Ap3.1776,0.195505027403493
evm.TU.Ap3.1777,NA
evm.TU.Ap3.1778,NA
evm.TU.Ap3.1779,NA
evm.TU.Ap3.178,1.82090801794446
evm.TU.Ap3.1780,NA
evm.TU.Ap3.1781,0.694997715465991
evm.TU.Ap3.1782,NA
evm.TU.Ap3.1783,NA
evm.TU.Ap3.1784,NA
evm.TU.Ap3.1785,NA
evm.TU.Ap3.1786,0.195505027403493
evm.TU.Ap3.1787,0.324678751614075
evm.TU.Ap3.1788,0.242631313020956
evm.TU.Ap3.1789,0.279625348866407
evm.TU.Ap3.179,0.442556511222328
evm.TU.Ap3.1790,0.614005513152858
evm.TU.Ap3.1791,NA
evm.TU.Ap3.1792,NA
evm.TU.Ap3.1793,NA
evm.TU.Ap3.1794,0.0365890521620186
evm.TU.Ap3.1795,NA
evm.TU.Ap3.1796,NA
evm.TU.Ap3.1797,NA
evm.TU.Ap3.1798,0.051349865761023
evm.TU.Ap3.1799,NA
evm.TU.Ap3.18,NA
evm.TU.Ap3.180,0.94036683589901
evm.TU.Ap3.1800,0.137229748803684
evm.TU.Ap3.1801,NA
evm.TU.Ap3.1802,NA
evm.TU.Ap3.1803,NA
evm.TU.Ap3.1804,0.0605233614644755
evm.TU.Ap3.1805,-1.13537305396363
evm.TU.Ap3.1806,-0.45914146395088
evm.TU.Ap3.1807,-0.195880638782619
evm.TU.Ap3.1808,0.279627378064539
evm.TU.Ap3.1809,-1.67503403797543
evm.TU.Ap3.181,-0.386586389896199
evm.TU.Ap3.1810,1.57302853059908
evm.TU.Ap3.1811,0.130325457277494
evm.TU.Ap3.1812,0.0604288632118135
evm.TU.Ap3.1813,-0.376615395691289
evm.TU.Ap3.1814,0.170952413261683
evm.TU.Ap3.1815,-0.424294052497408
evm.TU.Ap3.1816,NA
evm.TU.Ap3.1817,-1.7632747892884
evm.TU.Ap3.1818,-1.96261219717148
evm.TU.Ap3.1819,0.0513524354329935
evm.TU.Ap3.182,-0.123170090710076
evm.TU.Ap3.1820,NA
evm.TU.Ap3.1822,NA
evm.TU.Ap3.1823_evm.TU.Ap3.1821,-3.31863730732047
evm.TU.Ap3.1824,0.634387629651935
evm.TU.Ap3.1825,-0.348637351994333
evm.TU.Ap3.1826,-0.110569486821038
evm.TU.Ap3.1827,NA
evm.TU.Ap3.1828,NA
evm.TU.Ap3.1829,0.816782882507142
evm.TU.Ap3.183,-1.18468556000898
evm.TU.Ap3.1830,-0.531162304132051
evm.TU.Ap3.1831,0.30178844829914
evm.TU.Ap3.1832,1.63640933029178
evm.TU.Ap3.1833_evm.TU.Ap3.1835,0.792413035233097
evm.TU.Ap3.1834,NA
evm.TU.Ap3.1836,0.0972115451005242
evm.TU.Ap3.1837,-0.00469406085278833
evm.TU.Ap3.1838,-8.86662717751983
evm.TU.Ap3.1839,-0.0473693570181775
evm.TU.Ap3.184,2.06911652771561
evm.TU.Ap3.1840,-1.03562093147654
evm.TU.Ap3.1841,0.516519539746451
evm.TU.Ap3.1842,0.0513533348190782
evm.TU.Ap3.1843,0.330920068110293
evm.TU.Ap3.1844,0.201249651864542
evm.TU.Ap3.1845,-0.23532892678599
evm.TU.Ap3.1846,0.311242518305625
evm.TU.Ap3.1847,0.373309085623266
evm.TU.Ap3.1848,-0.120702728439399
evm.TU.Ap3.1849,-0.799416975276041
evm.TU.Ap3.185,-1.28976342233283
evm.TU.Ap3.1850,-0.248250832511044
evm.TU.Ap3.1851,0.0364062420019983
evm.TU.Ap3.1852,NA
evm.TU.Ap3.1853,0.316066456703825
evm.TU.Ap3.1854,3.73226499549415
evm.TU.Ap3.1855,6.61142853773732
evm.TU.Ap3.1856,3.21735648386493
evm.TU.Ap3.1857,NA
evm.TU.Ap3.1858,NA
evm.TU.Ap3.1859,11.2912412971181
evm.TU.Ap3.186,0.275300162362839
evm.TU.Ap3.1860,0.828824232467516
evm.TU.Ap3.1861,0.659811940352575
evm.TU.Ap3.1862,0.635232858874873
evm.TU.Ap3.1863,-1.15994945219046
evm.TU.Ap3.1864,1.08301758554669
evm.TU.Ap3.1865,-0.229836296745689
evm.TU.Ap3.1866,-0.290225650778201
evm.TU.Ap3.1867,0.38449655371923
evm.TU.Ap3.1868,-0.180834598834289
evm.TU.Ap3.1869,0.0177477591156024
evm.TU.Ap3.187,-0.477561319972555
evm.TU.Ap3.1870,-0.409781726438484
evm.TU.Ap3.1871,-0.503821390314958
evm.TU.Ap3.1872,-1.70715995232542
evm.TU.Ap3.1873,NA
evm.TU.Ap3.1874,-0.561831698067197
evm.TU.Ap3.1875,NA
evm.TU.Ap3.1876,-0.253688177555738
evm.TU.Ap3.1877,-1.0373284137161
evm.TU.Ap3.1878,1.64757882487821
evm.TU.Ap3.1879,0.606334047315653
evm.TU.Ap3.188,-1.73495899609916
evm.TU.Ap3.1880,0.205742375471773
evm.TU.Ap3.1881,-0.128934178519847
evm.TU.Ap3.1882,1.62046983627907
evm.TU.Ap3.1883,NA
evm.TU.Ap3.1884,-0.50178212323081
evm.TU.Ap3.1885,NA
evm.TU.Ap3.1886,-0.88986582565452
evm.TU.Ap3.1887,NA
evm.TU.Ap3.1888,NA
evm.TU.Ap3.1889,NA
evm.TU.Ap3.189,0.330880592756418
evm.TU.Ap3.1890,NA
evm.TU.Ap3.1891,NA
evm.TU.Ap3.1892,-0.282820977691089
evm.TU.Ap3.1893,0.109593406685458
evm.TU.Ap3.1894,1.42435742126433
evm.TU.Ap3.1895,0.741904886803974
evm.TU.Ap3.1896,NA
evm.TU.Ap3.1897,-0.518490202622304
evm.TU.Ap3.1898,NA
evm.TU.Ap3.1899,0.83105375002065
evm.TU.Ap3.19,-0.527425336145937
evm.TU.Ap3.190,0.93847581012482
evm.TU.Ap3.1900,1.89681560419228
evm.TU.Ap3.1901,0.342386886186156
evm.TU.Ap3.1902,-0.403687494728674
evm.TU.Ap3.1903,1.21458143375426
evm.TU.Ap3.1904,-0.689460020395331
evm.TU.Ap3.1905,0.108444182174069
evm.TU.Ap3.1906,-2.64109886322296
evm.TU.Ap3.1907,-0.17211848256057
evm.TU.Ap3.1908,0.213398359915229
evm.TU.Ap3.1909,1.25118381653148
evm.TU.Ap3.191,0.830708209416732
evm.TU.Ap3.1910,2.9358001156217
evm.TU.Ap3.1911,1.13274948974594
evm.TU.Ap3.1912,-1.2913013947093
evm.TU.Ap3.1913,0.195503776824861
evm.TU.Ap3.1914,0.585183014316679
evm.TU.Ap3.1915,-2.16023008632462
evm.TU.Ap3.1916,-0.932305118882251
evm.TU.Ap3.1917,-0.444628045226774
evm.TU.Ap3.1918,-0.575986764879969
evm.TU.Ap3.1919,0.586704193213578
evm.TU.Ap3.192,-0.202288211741714
evm.TU.Ap3.1920,-0.220095678262893
evm.TU.Ap3.1921,0.135279668229841
evm.TU.Ap3.1922,-0.419632621508641
evm.TU.Ap3.1923,-0.682742847582307
evm.TU.Ap3.1924,-0.924084790081129
evm.TU.Ap3.1925,-3.24796512940513
evm.TU.Ap3.1926,1.1119148339812
evm.TU.Ap3.1927,-0.371468817959689
evm.TU.Ap3.1928,-0.548760081713591
evm.TU.Ap3.1929,0.939423470215427
evm.TU.Ap3.193,-0.213762597752814
evm.TU.Ap3.1930,0.364805215288559
evm.TU.Ap3.1931,NA
evm.TU.Ap3.1932,-0.74684519388458
evm.TU.Ap3.1933,0.24543100658123
evm.TU.Ap3.1934,-2.93944658229722
evm.TU.Ap3.1935,-1.33057152381208
evm.TU.Ap3.1936,-0.311637844569789
evm.TU.Ap3.1937,0.120779503318465
evm.TU.Ap3.1938,-0.226049082920941
evm.TU.Ap3.1939,NA
evm.TU.Ap3.194,1.12828774682186
evm.TU.Ap3.1940,-0.153575382540684
evm.TU.Ap3.1941,-0.381190736969295
evm.TU.Ap3.1942,-3.87858951019083
evm.TU.Ap3.1943,0.126065620628182
evm.TU.Ap3.1944,-1.62926221407223
