genes,log2FoldChange
evm.TU.Ap2.1833,0.176010032668597
evm.TU.Ap2.1834,0.215861926817316
evm.TU.Ap2.1835,-0.752799850196168
evm.TU.Ap2.1836,1.25216332749237
evm.TU.Ap2.1837,-0.178836065842368
evm.TU.Ap2.1838,0.303409655560111
evm.TU.Ap2.1839,2.4502916802803
evm.TU.Ap2.184,-0.342793683505683
evm.TU.Ap2.1840,0.231086486366524
evm.TU.Ap2.1841,0.395756973037042
evm.TU.Ap2.1842,-0.211640729594895
evm.TU.Ap2.1843,-0.211638094061131
evm.TU.Ap2.1844,-0.149685409694806
evm.TU.Ap2.1845,0.331689895735364
evm.TU.Ap2.1846,0.127719781346518
evm.TU.Ap2.1847,NA
evm.TU.Ap2.1848,NA
evm.TU.Ap2.1849,NA
evm.TU.Ap2.185,0.434054603162635
evm.TU.Ap2.1850,NA
evm.TU.Ap2.1851,-0.384493559485379
evm.TU.Ap2.1852,-0.267361590054562
evm.TU.Ap2.1853,0.129570615697411
evm.TU.Ap2.1854,0.40620965163271
evm.TU.Ap2.1855,0.225815519620588
evm.TU.Ap2.1856,-0.665846102323987
evm.TU.Ap2.1857,-1.12370545286787
evm.TU.Ap2.1858,0
evm.TU.Ap2.1859,-0.197885478298514
evm.TU.Ap2.186,0
evm.TU.Ap2.1860,-1.18432836855683
evm.TU.Ap2.1861,0.186800504541405
evm.TU.Ap2.1862,NA
evm.TU.Ap2.1863,0
evm.TU.Ap2.1864,NA
evm.TU.Ap2.1865,-3.20779282840249
evm.TU.Ap2.1866,NA
evm.TU.Ap2.1867,0
evm.TU.Ap2.1868,-3.13461686503187
evm.TU.Ap2.1869,-0.211635458527367
evm.TU.Ap2.187,0.901006422391608
evm.TU.Ap2.1870,-4.01360149539982
evm.TU.Ap2.1871,-1.35934326116704
evm.TU.Ap2.1872,-0.353424780409515
evm.TU.Ap2.1873,NA
evm.TU.Ap2.1874,NA
evm.TU.Ap2.1875,-0.788222846873209
evm.TU.Ap2.1876,-1.32504337259314
evm.TU.Ap2.1877,NA
evm.TU.Ap2.1878,-0.828418409714513
evm.TU.Ap2.1879,NA
evm.TU.Ap2.188,0.729572260527588
evm.TU.Ap2.1880,-0.80501969717681
evm.TU.Ap2.1881,-0.967762850374636
evm.TU.Ap2.1882,-0.956822358610672
evm.TU.Ap2.1883,-1.12532673848155
evm.TU.Ap2.1884,-0.70586456207373
evm.TU.Ap2.1885,-0.00553841378270998
evm.TU.Ap2.1886,0.186800946862604
evm.TU.Ap2.1887,0.00573472591188458
evm.TU.Ap2.1888,-0.395758752779128
evm.TU.Ap2.1889,-0.0705282216767973
evm.TU.Ap2.189,-0.596866080901792
evm.TU.Ap2.1890,0.0994431838540419
evm.TU.Ap2.1891,0.18993238983793
evm.TU.Ap2.1892,0.186800461674489
evm.TU.Ap2.1893,0.359644885176055
evm.TU.Ap2.1894,1.0632248089216
evm.TU.Ap2.1895,0.598873596453489
evm.TU.Ap2.1896,-0.735946299863024
evm.TU.Ap2.1897,-0.0147677613491257
evm.TU.Ap2.1898,0.527246967835286
evm.TU.Ap2.1899,0.346924032970561
evm.TU.Ap2.19,0.480350507314574
evm.TU.Ap2.190,NA
evm.TU.Ap2.1900,-0.275219687713489
evm.TU.Ap2.1901,-1.47348943464979
evm.TU.Ap2.1902,0.0785749143538437
evm.TU.Ap2.1903,-0.318549639799025
evm.TU.Ap2.1904,0.29800233728895
evm.TU.Ap2.1905,-0.108330273904202
evm.TU.Ap2.1906,0.0723229755720209
evm.TU.Ap2.1907,-0.107946745506769
evm.TU.Ap2.1908,0
evm.TU.Ap2.1909,-0.596338792599943
evm.TU.Ap2.191,NA
evm.TU.Ap2.1910,0.159780968309606
evm.TU.Ap2.1911,-0.0623169074168205
evm.TU.Ap2.1912,0
evm.TU.Ap2.1913,0.542946687026978
evm.TU.Ap2.1914,0.732948297557061
evm.TU.Ap2.1915,0.139960358188814
evm.TU.Ap2.1916_evm.TU.Ap2.1917,-0.911712578097639
evm.TU.Ap2.1918,-0.448656708443914
evm.TU.Ap2.1919,-0.00298861642100207
evm.TU.Ap2.192,NA
evm.TU.Ap2.1920,-0.197890988956439
evm.TU.Ap2.1921,0.186803379665566
evm.TU.Ap2.1922,-0.559314558304742
evm.TU.Ap2.1923,-0.0967928692149008
evm.TU.Ap2.1924,-0.00554084658567185
evm.TU.Ap2.1925,0.122013727332438
evm.TU.Ap2.1926,0.932238676094862
evm.TU.Ap2.1927,0.133860990347852
evm.TU.Ap2.1928,0.193552467700633
evm.TU.Ap2.1929,-0.79939888323445
evm.TU.Ap2.193,0.365315948508565
evm.TU.Ap2.1930,0.240634472798856
evm.TU.Ap2.1931_evm.TU.Ap2.1932,-0.868032200076271
evm.TU.Ap2.1933,-0.413704861945125
evm.TU.Ap2.1934,NA
evm.TU.Ap2.1935,-0.814703045098554
evm.TU.Ap2.1936,0.0241405060805669
evm.TU.Ap2.1937,NA
evm.TU.Ap2.1938,-0.781075887627263
evm.TU.Ap2.1939,-1.53155480051662
evm.TU.Ap2.194,0.74310090581135
evm.TU.Ap2.1940,-0.211637891330329
evm.TU.Ap2.1941,-0.063629313771148
evm.TU.Ap2.1942,-0.579392154869714
evm.TU.Ap2.1943,-0.482605810090305
evm.TU.Ap2.1944,-0.804835277102609
evm.TU.Ap2.1945,-0.539724531455981
evm.TU.Ap2.1946,-1.17756209106371
evm.TU.Ap2.1947,0.203176723215025
evm.TU.Ap2.1948,0.313080158583667
evm.TU.Ap2.1949,-1.30878296746675
evm.TU.Ap2.195,0.641693535029227
evm.TU.Ap2.1950,NA
evm.TU.Ap2.1951,-0.0268201146642053
evm.TU.Ap2.1952,-0.246549719600541
evm.TU.Ap2.1953,0.569569692494187
evm.TU.Ap2.1954,0.660097214551521
evm.TU.Ap2.1955,-1.32176774120901
evm.TU.Ap2.1956,-1.10853120750508
evm.TU.Ap2.1957,0.232512920587686
evm.TU.Ap2.1958,0.297170670205625
evm.TU.Ap2.1959,-0.820008629347866
evm.TU.Ap2.196,-0.311591930096659
evm.TU.Ap2.1960,-0.0012947613436019
evm.TU.Ap2.1961,0.692086980153838
evm.TU.Ap2.1962_evm.TU.Ap2.1963,0.262336653369319
evm.TU.Ap2.1964,0.0472157900431326
evm.TU.Ap2.1965,-1.04582767549192
evm.TU.Ap2.1966,-0.193388897769547
evm.TU.Ap2.1967,0.130722030217775
evm.TU.Ap2.1968,0.0741428818843334
evm.TU.Ap2.1969,0
evm.TU.Ap2.197,-0.401971364181153
evm.TU.Ap2.1970,-0.0252511617095623
evm.TU.Ap2.1971,-0.286382889002174
evm.TU.Ap2.1972,-0.387667193914569
evm.TU.Ap2.1973,0.0359266677072266
evm.TU.Ap2.1974,-0.234976790999587
evm.TU.Ap2.1975,-0.346847662336183
evm.TU.Ap2.1976,0.194255882698334
evm.TU.Ap2.1977,-0.417606378390904
evm.TU.Ap2.1978,0.5960291660667
evm.TU.Ap2.1979,-1.09414400837059
evm.TU.Ap2.198,-0.10243767541408
evm.TU.Ap2.1980,-0.581603949174237
evm.TU.Ap2.1981,-0.00552842323994448
evm.TU.Ap2.1982,-1.32327420840876
evm.TU.Ap2.1983,-0.209645148980055
evm.TU.Ap2.1984,-0.222173902976749
evm.TU.Ap2.1985,-0.256026656775449
evm.TU.Ap2.1986,-0.57985028815133
evm.TU.Ap2.1987,0.781011518578755
evm.TU.Ap2.1988,-0.00554368485023811
evm.TU.Ap2.1989,-0.0809156395862006
evm.TU.Ap2.199,0.413992951594628
evm.TU.Ap2.1990,-1.7968765173349
evm.TU.Ap2.1991,-0.169912363375652
evm.TU.Ap2.1992,-0.0461455092421667
evm.TU.Ap2.1993,0.284583276922409
evm.TU.Ap2.1994,-0.00157148928490394
evm.TU.Ap2.1995,0.362984929992376
evm.TU.Ap2.1996,-0.20172865564449
evm.TU.Ap2.1997,0.316216023212447
evm.TU.Ap2.1998,-0.518744686665761
evm.TU.Ap2.1999,-0.3781046364276
evm.TU.Ap2.2,-1.24825936824722
evm.TU.Ap2.20,0.818023481628823
evm.TU.Ap2.200,-1.47059624810316
evm.TU.Ap2.2000,0.201607751606028
evm.TU.Ap2.2001,0.18680601519933
evm.TU.Ap2.2002,NA
evm.TU.Ap2.2003,-0.596321883688486
evm.TU.Ap2.2004,-0.617589730256513
evm.TU.Ap2.2005,1.2489161591222
evm.TU.Ap2.2006,1.1296822452283
evm.TU.Ap2.2007,-1.88401008102476
evm.TU.Ap2.2008,0
evm.TU.Ap2.2009,-0.211633025724405
evm.TU.Ap2.201,-0.364615193165843
evm.TU.Ap2.2010,-0.211633025724406
evm.TU.Ap2.2011,NA
evm.TU.Ap2.2012,NA
evm.TU.Ap2.2013,0
evm.TU.Ap2.2014,NA
evm.TU.Ap2.2015,-0.745209690483095
evm.TU.Ap2.2016,-0.0553688769766319
evm.TU.Ap2.2017,-0.121320545053171
evm.TU.Ap2.2018,-0.551811250416378
evm.TU.Ap2.2019,-0.596337562923296
evm.TU.Ap2.202,-1.05258084327277
evm.TU.Ap2.2020,0.204627493380732
evm.TU.Ap2.2021,-0.211633025724405
evm.TU.Ap2.2022,0.203454559774941
evm.TU.Ap2.2023,-0.211641013211991
evm.TU.Ap2.2024,0.00596387869255679
evm.TU.Ap2.2025,0.424878401666572
evm.TU.Ap2.2026,-0.321974932607227
evm.TU.Ap2.2027,0.00873545345490807
evm.TU.Ap2.2028,-0.0537812381127573
evm.TU.Ap2.2029,-0.00554589235597718
evm.TU.Ap2.203,NA
evm.TU.Ap2.2030,0.332137933233961
evm.TU.Ap2.2031,-0.561013736877578
evm.TU.Ap2.2032,0.0410396722519565
evm.TU.Ap2.2033,NA
evm.TU.Ap2.2034,-1.28515805537439
evm.TU.Ap2.2035,-1.86974022796403
evm.TU.Ap2.2036,0.377375761045081
evm.TU.Ap2.2037,0.0856158794627648
evm.TU.Ap2.2038,0.117856617120216
evm.TU.Ap2.2039,-0.879595405067497
evm.TU.Ap2.204,0
evm.TU.Ap2.2040,0.093005347514312
evm.TU.Ap2.2041,-0.592094455135038
evm.TU.Ap2.2042,-0.206796576029722
evm.TU.Ap2.2043,-0.654677804301493
evm.TU.Ap2.2044,-0.00838091573941826
evm.TU.Ap2.2045,-0.511987174601317
evm.TU.Ap2.2046,0.596875177992461
evm.TU.Ap2.2047,0.72460445163149
evm.TU.Ap2.2048,-0.244751758968619
evm.TU.Ap2.2049,0.395930630106307
evm.TU.Ap2.205,-0.0854881819954361
evm.TU.Ap2.2050,0.198291411192168
evm.TU.Ap2.2051,0.24165165921482
evm.TU.Ap2.2052,-0.117528381522834
evm.TU.Ap2.2053,0.0122896570285269
evm.TU.Ap2.2054,0.00426721610981004
evm.TU.Ap2.2055,0.107485784981512
evm.TU.Ap2.2056,-0.00135728120356315
evm.TU.Ap2.2057,0.254039466055529
evm.TU.Ap2.2058,-0.211633025724406
evm.TU.Ap2.2059,NA
evm.TU.Ap2.206,0
evm.TU.Ap2.2060,0.875085136490661
evm.TU.Ap2.2061,1.91966695263471
evm.TU.Ap2.2062,NA
evm.TU.Ap2.2063,NA
evm.TU.Ap2.2064,-0.57632846163537
evm.TU.Ap2.2065,-0.182483092145866
evm.TU.Ap2.2066,0
evm.TU.Ap2.2067,0.39593350522794
evm.TU.Ap2.2068,-0.197882842764751
evm.TU.Ap2.2069,NA
evm.TU.Ap2.207,0.47710154362587
evm.TU.Ap2.2070,0
evm.TU.Ap2.2071,0
evm.TU.Ap2.2072,NA
evm.TU.Ap2.2073,-0.00554348211943577
evm.TU.Ap2.2074,NA
evm.TU.Ap2.2075,0
evm.TU.Ap2.2076,0.00572981302304211
evm.TU.Ap2.2077,-0.82837749533851
evm.TU.Ap2.2078,-1.07199317562909
evm.TU.Ap2.2079,0.0649609890258877
evm.TU.Ap2.208,-0.181184328671197
evm.TU.Ap2.2080,-0.439415474024873
evm.TU.Ap2.2081,0.203589245363229
evm.TU.Ap2.2082,0.257645922568827
evm.TU.Ap2.2083,0.600721959224493
evm.TU.Ap2.2084,-0.930108673384513
evm.TU.Ap2.2085,0.0379505541765324
evm.TU.Ap2.2086,-0.592438539595526
evm.TU.Ap2.2087,0.48097350849615
evm.TU.Ap2.2088,0.00805975014796651
evm.TU.Ap2.2089,0.25779661145248
evm.TU.Ap2.209,-1.03657561131536
evm.TU.Ap2.2090,0.585172910567091
evm.TU.Ap2.2091,0.18680601519933
evm.TU.Ap2.2092,-0.658635777320882
evm.TU.Ap2.2093,NA
evm.TU.Ap2.2094,0.593883796747921
evm.TU.Ap2.2095,-1.57148715297935
evm.TU.Ap2.2096,0.18680601519933
evm.TU.Ap2.2097,-0.211641171916095
evm.TU.Ap2.2098,NA
evm.TU.Ap2.2099,NA
evm.TU.Ap2.21,-0.187457348608758
evm.TU.Ap2.210,0.163751047295148
evm.TU.Ap2.2100,NA
evm.TU.Ap2.2101,NA
evm.TU.Ap2.2102,NA
evm.TU.Ap2.2103,NA
evm.TU.Ap2.2104,1.08571665430449
evm.TU.Ap2.2105,0.250331064769217
evm.TU.Ap2.2106,-0.596341661478864
evm.TU.Ap2.2107,0.642013132918209
evm.TU.Ap2.2108,0.551056685976533
evm.TU.Ap2.2109,0
evm.TU.Ap2.211,-0.21163566125817
evm.TU.Ap2.2110,NA
evm.TU.Ap2.2111,-0.547016682398242
evm.TU.Ap2.2112,0.627038666521587
evm.TU.Ap2.2113,1.2271829330002
evm.TU.Ap2.2114,0.883803126413802
evm.TU.Ap2.2115,1.23633784286899
evm.TU.Ap2.2116,-0.19915268421326
evm.TU.Ap2.2117,0.0357912730257329
evm.TU.Ap2.2118,0.197195199997613
evm.TU.Ap2.2119,0.186793408863322
evm.TU.Ap2.212,-0.403977454706445
evm.TU.Ap2.2120,-0.215059798177258
evm.TU.Ap2.2121,NA
evm.TU.Ap2.2122,0.186800224758592
evm.TU.Ap2.2123,-0.529002044839934
evm.TU.Ap2.2124,0.116342410425679
evm.TU.Ap2.2125,-0.625129711050664
evm.TU.Ap2.2126,0.452918053906279
evm.TU.Ap2.2127,0.252611562648722
evm.TU.Ap2.2128,NA
evm.TU.Ap2.2129,0
evm.TU.Ap2.213,-0.211638296791934
evm.TU.Ap2.2130,-0.211633025724406
evm.TU.Ap2.2131,0.452001851158918
evm.TU.Ap2.2132,-0.197888323910704
evm.TU.Ap2.2133,-0.140897259441674
evm.TU.Ap2.2134,0.0668276171346002
evm.TU.Ap2.2135,0.0675644758355447
evm.TU.Ap2.2136,0.890835775720634
evm.TU.Ap2.2137,-0.132584532346038
evm.TU.Ap2.2138,-0.163543695570757
evm.TU.Ap2.2139,-0.354828760742396
evm.TU.Ap2.214,-1.59386240676628
evm.TU.Ap2.2140,0.638454753305429
evm.TU.Ap2.2141,0.331158174640198
evm.TU.Ap2.2142,0.230693776911674
evm.TU.Ap2.2143,0.0106203477106128
evm.TU.Ap2.2144,0.987325043418495
evm.TU.Ap2.2145,-0.211641451701974
evm.TU.Ap2.2146,NA
evm.TU.Ap2.2147,0.186809288838261
evm.TU.Ap2.2148,-2.13643748013824
evm.TU.Ap2.2149,0.70681511078409
evm.TU.Ap2.215,-0.272016066787287
evm.TU.Ap2.2150,NA
evm.TU.Ap2.2151,-0.414552455187922
evm.TU.Ap2.2152,0.424280330905738
evm.TU.Ap2.2153,-0.700679437264321
evm.TU.Ap2.2154,0.303435171619519
evm.TU.Ap2.2155,NA
evm.TU.Ap2.2156,0.186830257161309
evm.TU.Ap2.2157,-0.197885801055596
evm.TU.Ap2.2158,-0.790275306599284
evm.TU.Ap2.2159,2.17386123574766
evm.TU.Ap2.216,0.806306932947504
evm.TU.Ap2.2160,1.62063434330386
evm.TU.Ap2.2161,0
evm.TU.Ap2.2162,0.545545379510648
evm.TU.Ap2.2163,0.108533291152177
evm.TU.Ap2.2164,-0.0142325672686283
evm.TU.Ap2.2165,-0.00432187269548343
evm.TU.Ap2.2166,-0.252724530980003
evm.TU.Ap2.2167,-0.337846896061025
evm.TU.Ap2.2168,0.674228903414516
evm.TU.Ap2.2169,0.213303578406004
evm.TU.Ap2.217,0.356250348092794
evm.TU.Ap2.2170,0.585184613016229
evm.TU.Ap2.2171,-0.585799331294303
evm.TU.Ap2.2172,0.186797869007641
evm.TU.Ap2.2173,-0.0725176215101417
evm.TU.Ap2.2174,1.51946332195925
evm.TU.Ap2.2175,0.242815201730329
evm.TU.Ap2.2176,-0.00552598512874741
evm.TU.Ap2.2177,NA
evm.TU.Ap2.2178,-0.181385086818762
evm.TU.Ap2.2179,0
evm.TU.Ap2.218,-0.240613361872907
evm.TU.Ap2.2180,0.44264579273204
evm.TU.Ap2.2181,-0.197884277246377
evm.TU.Ap2.2182,0.0367791509576257
evm.TU.Ap2.2183,-0.50426556651253
evm.TU.Ap2.2184,0.177817075813596
evm.TU.Ap2.2185,0.174463525664726
evm.TU.Ap2.2186,0.128480595657995
evm.TU.Ap2.2187,-0.638823260211113
evm.TU.Ap2.2188,0.186797662364782
evm.TU.Ap2.2189,-0.976819615196752
evm.TU.Ap2.219,-0.358332738840507
evm.TU.Ap2.2190,-0.420351565274972
evm.TU.Ap2.2191,-0.211633025724406
evm.TU.Ap2.2192,-0.449056241302254
evm.TU.Ap2.2193,-0.155024043787977
evm.TU.Ap2.2194,NA
evm.TU.Ap2.2195,0.0340247888554132
evm.TU.Ap2.2196,-0.58572709499076
evm.TU.Ap2.2197,0.127971822737979
evm.TU.Ap2.2198,-0.784765385696109
evm.TU.Ap2.2199,0.249104657229018
evm.TU.Ap2.22,0.259676220915507
evm.TU.Ap2.220,0.445828398251243
evm.TU.Ap2.2200,0.684648369886856
evm.TU.Ap2.2201,0.00128652199202834
evm.TU.Ap2.2202,-0.701735487910803
evm.TU.Ap2.2203,NA
evm.TU.Ap2.2204,-0.562447079649941
evm.TU.Ap2.2205,-0.0786319266322797
evm.TU.Ap2.2206,0.238508860912657
evm.TU.Ap2.2207,0.20332401496144
evm.TU.Ap2.2208,-0.197883315524406
evm.TU.Ap2.2209,-0.00554368485023788
evm.TU.Ap2.221,0.129391044757624
evm.TU.Ap2.2210,0
evm.TU.Ap2.2211,0.179476944323262
evm.TU.Ap2.2212,0.741997823598751
evm.TU.Ap2.2213,-0.112501216865523
evm.TU.Ap2.2214,-0.191776725232587
evm.TU.Ap2.2215,-0.554496338684523
evm.TU.Ap2.2216,0.631952522134685
evm.TU.Ap2.2217,0.0949693962314822
evm.TU.Ap2.2218,0.778178688283369
evm.TU.Ap2.2219,-0.181962004563523
evm.TU.Ap2.222,0.232307083927243
evm.TU.Ap2.2220,-0.197882780460827
evm.TU.Ap2.2221,-1.66888495330436
evm.TU.Ap2.2222,-1.35183686721339
evm.TU.Ap2.2223,1.69076229642597
evm.TU.Ap2.2224,-0.0425945141835827
evm.TU.Ap2.2225,-0.249013438717856
evm.TU.Ap2.2226,-0.781629940147071
evm.TU.Ap2.2227,-0.682233195985796
evm.TU.Ap2.2228,0.0937469637748999
evm.TU.Ap2.2229,-0.266316692135953
evm.TU.Ap2.223,0.478271617610392
evm.TU.Ap2.2230,-0.944840374628471
evm.TU.Ap2.2231,0.650634151116462
evm.TU.Ap2.2232,-0.499940299306368
evm.TU.Ap2.2233,0.231976819022689
evm.TU.Ap2.2234,NA
evm.TU.Ap2.2235,-1.84293642133584
evm.TU.Ap2.2236,0.0369683731939899
evm.TU.Ap2.2237,-0.197882102345027
evm.TU.Ap2.2238,0.20649851221897
evm.TU.Ap2.2239,0
evm.TU.Ap2.224,-0.211646916957013
evm.TU.Ap2.2240,-1.23756403308065
evm.TU.Ap2.2241,NA
evm.TU.Ap2.2242,NA
evm.TU.Ap2.2243,-0.773092968083118
evm.TU.Ap2.2244,NA
evm.TU.Ap2.2245,0.812017479557075
evm.TU.Ap2.2246,NA
evm.TU.Ap2.2247,NA
evm.TU.Ap2.2248,-0.496648694959212
evm.TU.Ap2.2249,-0.00553829149299068
evm.TU.Ap2.225,-0.17555147849648
evm.TU.Ap2.2250,NA
evm.TU.Ap2.2251,0.864710310549131
evm.TU.Ap2.2252,0.186796412630057
evm.TU.Ap2.2253,0.0561472992206973
evm.TU.Ap2.2254,0.587921451807941
evm.TU.Ap2.2255,-0.337731736600135
evm.TU.Ap2.2256,-0.10317105896981
evm.TU.Ap2.2257,NA
evm.TU.Ap2.2258,0.983028660223283
evm.TU.Ap2.2259,0.400595206612149
evm.TU.Ap2.226,-0.167478407954905
evm.TU.Ap2.2260,0.18680601519933
evm.TU.Ap2.2261,-0.183906872381637
evm.TU.Ap2.2262,0.879333638599543
evm.TU.Ap2.2263,0.0256556310786712
evm.TU.Ap2.2264,0.395690068935289
evm.TU.Ap2.2265,NA
evm.TU.Ap2.2266,-0.403982480224234
evm.TU.Ap2.2267,0.18680601519933
evm.TU.Ap2.2268,-0.596335973569179
evm.TU.Ap2.2269,NA
evm.TU.Ap2.227,0.0403944651388542
evm.TU.Ap2.2270,0
evm.TU.Ap2.2271,NA
evm.TU.Ap2.2272,0.0111914305231013
evm.TU.Ap2.2273,-0.211635458527367
evm.TU.Ap2.2274,-0.211638296791933
evm.TU.Ap2.2275,-0.00553057303972227
evm.TU.Ap2.2276,-0.384601671419324
evm.TU.Ap2.2277,-0.556734339151483
evm.TU.Ap2.2278,0.602407285744751
evm.TU.Ap2.2279,0
evm.TU.Ap2.228,0.173017119597735
evm.TU.Ap2.2280,0.18681634744414
evm.TU.Ap2.2281,0
evm.TU.Ap2.2282,-0.19788284276475
evm.TU.Ap2.2283,NA
evm.TU.Ap2.2284,NA
evm.TU.Ap2.2285,0.00143756589102519
evm.TU.Ap2.2286,0.617494557392427
evm.TU.Ap2.2287,0.233877418675938
evm.TU.Ap2.2288,-0.21164480541197
evm.TU.Ap2.2289,-0.00553841378271001
evm.TU.Ap2.229,-0.534029920513949
evm.TU.Ap2.2290,-0.407846209055699
evm.TU.Ap2.2291,NA
evm.TU.Ap2.2292,-0.308683711535766
evm.TU.Ap2.2293,-0.0705582143513681
evm.TU.Ap2.2294,1.16566707078346
evm.TU.Ap2.2295,0
evm.TU.Ap2.2296,0.392789594763431
evm.TU.Ap2.2297,NA
evm.TU.Ap2.2298,-0.348895296138009
evm.TU.Ap2.2299,0.44661491352251
evm.TU.Ap2.23,-0.369862923428594
evm.TU.Ap2.230,0
evm.TU.Ap2.2300,0.441466915254438
evm.TU.Ap2.2301,-1.40572976372744
evm.TU.Ap2.2302,0.356712946911197
evm.TU.Ap2.2303,-0.208161203499327
evm.TU.Ap2.2304,-0.0736688274944245
evm.TU.Ap2.2305,0.392945932213218
evm.TU.Ap2.2306,-0.40401480611853
evm.TU.Ap2.2307,NA
evm.TU.Ap2.2308,-0.513594010974048
evm.TU.Ap2.2309,0.0375371557623948
evm.TU.Ap2.231,0
evm.TU.Ap2.2310,-0.343918757298339
evm.TU.Ap2.2311,1.13245219741289
evm.TU.Ap2.2312,0.123306367183747
evm.TU.Ap2.2313,0.134236208780593
evm.TU.Ap2.2314,-1.87205027832111
evm.TU.Ap2.2315,0.6320987197787
evm.TU.Ap2.2316,0.0993317586250565
evm.TU.Ap2.2317,NA
evm.TU.Ap2.2318,-0.126781580381922
evm.TU.Ap2.2319,0.507726574405493
evm.TU.Ap2.232,NA
evm.TU.Ap2.2320,2.26320635542739
evm.TU.Ap2.2321,-0.146989240905446
evm.TU.Ap2.2322,0.851190575333058
evm.TU.Ap2.2323,0.203579902155882
evm.TU.Ap2.2324,-0.585448107620034
evm.TU.Ap2.2325,0.18680601519933
evm.TU.Ap2.2326,-0.403982725773973
evm.TU.Ap2.2327,NA
evm.TU.Ap2.2328,NA
evm.TU.Ap2.2329,-0.211633025724405
evm.TU.Ap2.233,0
evm.TU.Ap2.2330,NA
evm.TU.Ap2.2331,-0.00553841378270987
evm.TU.Ap2.2332,NA
evm.TU.Ap2.2333,-1.14083702417116
evm.TU.Ap2.2334,-0.185255902444799
evm.TU.Ap2.2335,NA
evm.TU.Ap2.2336,0
evm.TU.Ap2.2337,NA
evm.TU.Ap2.2338,-0.00552335161928267
evm.TU.Ap2.2339,0.186797869007641
evm.TU.Ap2.234,0
evm.TU.Ap2.2340,-0.797749845995742
evm.TU.Ap2.2341,1.54822358710443
evm.TU.Ap2.2342,0.0372961423229187
evm.TU.Ap2.2343,-0.390235104799626
evm.TU.Ap2.2344,0.39593083283693
evm.TU.Ap2.2345,NA
evm.TU.Ap2.2346,-0.216708998550847
evm.TU.Ap2.2347,0.0107452572226802
evm.TU.Ap2.2348,-0.104629124390866
evm.TU.Ap2.2349,NA
evm.TU.Ap2.235,0.791998562726651
evm.TU.Ap2.2350,NA
evm.TU.Ap2.2351,-0.181896784029844
evm.TU.Ap2.2352,0.676925294150054
evm.TU.Ap2.2353,NA
evm.TU.Ap2.2354,-1.88107837793678
evm.TU.Ap2.2355,-0.42206540491584
evm.TU.Ap2.2356,-0.107963966644605
evm.TU.Ap2.2357,0.403220377501722
evm.TU.Ap2.2358,1.04458178475683
evm.TU.Ap2.2359,1.06742656211625
evm.TU.Ap2.236,0.48499895824574
evm.TU.Ap2.2360,-0.0887095925670629
evm.TU.Ap2.2361,0.402822584308254
evm.TU.Ap2.2362,0.354200582364887
evm.TU.Ap2.2363,0.266396486908407
evm.TU.Ap2.2364,0.0384312999236045
evm.TU.Ap2.2365,-0.211640969185292
evm.TU.Ap2.2366,NA
evm.TU.Ap2.2367,0.215037066124433
evm.TU.Ap2.2368,0.186803379665566
evm.TU.Ap2.2369,0.23232443224569
evm.TU.Ap2.237,-0.252752471160324
evm.TU.Ap2.2370,-0.613340202452044
evm.TU.Ap2.2371,NA
evm.TU.Ap2.2372,0.396768175398436
evm.TU.Ap2.2373,0
evm.TU.Ap2.2374,0
evm.TU.Ap2.2375,0.667513678254759
evm.TU.Ap2.2376,0.449218706385373
evm.TU.Ap2.2377,0.489385823817948
evm.TU.Ap2.2378,-0.272115823620668
evm.TU.Ap2.2379,-0.193960447826416
evm.TU.Ap2.238,0
evm.TU.Ap2.2380,0.290002537543609
evm.TU.Ap2.2381,-0.0871100993543029
evm.TU.Ap2.2382,-0.336021603929007
evm.TU.Ap2.2383,NA
evm.TU.Ap2.2384,NA
evm.TU.Ap2.2385,0.201409896043212
evm.TU.Ap2.2386,-0.338822485462174
evm.TU.Ap2.2387,0.0864795467705579
evm.TU.Ap2.2388,0.406344391319515
evm.TU.Ap2.2389,NA
evm.TU.Ap2.239,0.186803379665566
evm.TU.Ap2.2390,1.18182974964174
evm.TU.Ap2.2391,NA
evm.TU.Ap2.2392,NA
evm.TU.Ap2.2393,-0.0055410493164742
evm.TU.Ap2.2394,0.0388595267731456
evm.TU.Ap2.2395,0
evm.TU.Ap2.2396,2.85537987785146
evm.TU.Ap2.2397,0.871043503189489
evm.TU.Ap2.2398,-0.21164076645449
evm.TU.Ap2.2399,0.395936140759387
evm.TU.Ap2.24,-0.0122441075399593
evm.TU.Ap2.240,0.402578004367949
evm.TU.Ap2.2400,-0.40430177421205
evm.TU.Ap2.2401,1.02798860487937
evm.TU.Ap2.2402,NA
evm.TU.Ap2.2403,NA
evm.TU.Ap2.2404,-0.197897872882364
evm.TU.Ap2.2405,-0.744465813731703
evm.TU.Ap2.2406,NA
evm.TU.Ap2.2407,0.423587698212148
evm.TU.Ap2.2408,0
evm.TU.Ap2.2409,NA
evm.TU.Ap2.241,-0.38869298166254
evm.TU.Ap2.2410,NA
evm.TU.Ap2.2411,-0.405646663285345
evm.TU.Ap2.2412,0
evm.TU.Ap2.2413,NA
evm.TU.Ap2.2414,0.186800744131802
evm.TU.Ap2.2415,NA
evm.TU.Ap2.2416,-0.197887816237919
evm.TU.Ap2.2417,0
evm.TU.Ap2.2418,-0.390427547989014
evm.TU.Ap2.2419,-1.05658438813485
evm.TU.Ap2.242,-1.18434289311309
