genes,signedlogP
evm.TU.Ap4.1978,0.169635372142452
evm.TU.Ap4.1979,NA
evm.TU.Ap4.198,NA
evm.TU.Ap4.1980,0.124970851910788
evm.TU.Ap4.1981,0.140032131932391
evm.TU.Ap4.1982,NA
evm.TU.Ap4.1983,NA
evm.TU.Ap4.1984,-0.66987335739723
evm.TU.Ap4.1985,NA
evm.TU.Ap4.1986,0.879723392680179
evm.TU.Ap4.1987,0.124970851910788
evm.TU.Ap4.1988,-0.072778403404854
evm.TU.Ap4.1989,NA
evm.TU.Ap4.199,-0.0168184620164487
evm.TU.Ap4.1990,0.124970851910788
evm.TU.Ap4.1991,-0.0997822821835281
evm.TU.Ap4.1992,0.124970851910788
evm.TU.Ap4.1993,NA
evm.TU.Ap4.1994,0.124970851910788
evm.TU.Ap4.1995,NA
evm.TU.Ap4.1996,-1.6791871861223
evm.TU.Ap4.1997,0.506684154594905
evm.TU.Ap4.1998,NA
evm.TU.Ap4.1999,0.0462024806015753
evm.TU.Ap4.2,0.37438202664761
evm.TU.Ap4.20,-3.93777059829407
evm.TU.Ap4.200,0.265099189412972
evm.TU.Ap4.2000,NA
evm.TU.Ap4.2001,NA
evm.TU.Ap4.2002,NA
evm.TU.Ap4.2003,NA
evm.TU.Ap4.2004,NA
evm.TU.Ap4.2005,-0.426744628285896
evm.TU.Ap4.2006,NA
evm.TU.Ap4.2007,NA
evm.TU.Ap4.2008,0.2507709801555
evm.TU.Ap4.2009,NA
evm.TU.Ap4.201,0.459615944904957
evm.TU.Ap4.2010,0.371026581798122
evm.TU.Ap4.2011,NA
evm.TU.Ap4.2012,NA
evm.TU.Ap4.2013,0.473374326063864
evm.TU.Ap4.2014,-0.277394728055464
evm.TU.Ap4.2015,NA
evm.TU.Ap4.2016,NA
evm.TU.Ap4.2017,0.0859779592561487
evm.TU.Ap4.2018,0.371026581798122
evm.TU.Ap4.2019,NA
evm.TU.Ap4.202,NA
evm.TU.Ap4.2020,0.0247278799713975
evm.TU.Ap4.2021,0.0588545079666149
evm.TU.Ap4.2022,NA
evm.TU.Ap4.2023,NA
evm.TU.Ap4.2024,-0.0201770358335825
evm.TU.Ap4.2025,0.124970851910788
evm.TU.Ap4.2026,NA
evm.TU.Ap4.2027,0.124970851910788
evm.TU.Ap4.2028,0.124970851910788
evm.TU.Ap4.2029,NA
evm.TU.Ap4.203,NA
evm.TU.Ap4.2030,0.371026581798122
evm.TU.Ap4.2031,NA
evm.TU.Ap4.2032,NA
evm.TU.Ap4.2033,-0.437326285417457
evm.TU.Ap4.2034,0.124970851910788
evm.TU.Ap4.2035,-1.08771200513206
evm.TU.Ap4.2036,NA
evm.TU.Ap4.2037,0.181743506113922
evm.TU.Ap4.2038,NA
evm.TU.Ap4.2039,NA
evm.TU.Ap4.204,-0.351612042005348
evm.TU.Ap4.2040,0.12546374974357
evm.TU.Ap4.2041,-1.2560689161664
evm.TU.Ap4.2042,0.124970851910788
evm.TU.Ap4.2043,0.818530841633791
evm.TU.Ap4.2044,-0.11766130458051
evm.TU.Ap4.2045,-0.0787870985010664
evm.TU.Ap4.2046,0.2507709801555
evm.TU.Ap4.2047,-0.285099613573815
evm.TU.Ap4.2048,0.124970851910788
evm.TU.Ap4.2049,0.057510593686617
evm.TU.Ap4.205,NA
evm.TU.Ap4.2050,0.124970851910788
evm.TU.Ap4.2051,0.2507709801555
evm.TU.Ap4.2052,NA
evm.TU.Ap4.2053,NA
evm.TU.Ap4.2054,0.371026581798122
evm.TU.Ap4.2055,NA
evm.TU.Ap4.2056,0.124970851910788
evm.TU.Ap4.2057,-0.0727784034048539
evm.TU.Ap4.2058,NA
evm.TU.Ap4.2059,0.2507709801555
evm.TU.Ap4.206,NA
evm.TU.Ap4.2060,0.371026581798122
evm.TU.Ap4.2061,-0.0727784034048539
evm.TU.Ap4.2062,NA
evm.TU.Ap4.2063,NA
evm.TU.Ap4.2064,NA
evm.TU.Ap4.2065,NA
evm.TU.Ap4.2066,0.507410317097766
evm.TU.Ap4.2067,0.280154334776644
evm.TU.Ap4.2068,0.250770980155501
evm.TU.Ap4.2069,0.124970851910788
evm.TU.Ap4.207,NA
evm.TU.Ap4.2070,-0.258800257294207
evm.TU.Ap4.2071,0.124970851910788
evm.TU.Ap4.2072,0.371026581798122
evm.TU.Ap4.2073,NA
evm.TU.Ap4.2074,-0.29519257957006
evm.TU.Ap4.2075,NA
evm.TU.Ap4.2076,NA
evm.TU.Ap4.2077,NA
evm.TU.Ap4.2078,NA
evm.TU.Ap4.2079,0.124970851910788
evm.TU.Ap4.208,0.2507709801555
evm.TU.Ap4.2080,NA
evm.TU.Ap4.2081,0.16031666952294
evm.TU.Ap4.2082,0.2507709801555
evm.TU.Ap4.2083,NA
evm.TU.Ap4.2084,0.775006578841984
evm.TU.Ap4.2085,NA
evm.TU.Ap4.2086,NA
evm.TU.Ap4.2087,NA
evm.TU.Ap4.2088,NA
evm.TU.Ap4.2089,NA
evm.TU.Ap4.209,NA
evm.TU.Ap4.2090,0.371026581798122
evm.TU.Ap4.2091,0.124970851910788
evm.TU.Ap4.2092,NA
evm.TU.Ap4.2093,NA
evm.TU.Ap4.2094,-0.392984120976386
evm.TU.Ap4.2095,NA
evm.TU.Ap4.2096,0.0247278799713973
evm.TU.Ap4.2097,NA
evm.TU.Ap4.2098,NA
evm.TU.Ap4.2099,0.0247278799713973
evm.TU.Ap4.21,-0.45746858623177
evm.TU.Ap4.210,NA
evm.TU.Ap4.2100,NA
evm.TU.Ap4.2101,NA
evm.TU.Ap4.2102,0.124970851910788
evm.TU.Ap4.2103,0.108646046524741
evm.TU.Ap4.2104,NA
evm.TU.Ap4.2105,1.86338000568008
evm.TU.Ap4.2106,NA
evm.TU.Ap4.2107,NA
evm.TU.Ap4.2108,0.193873440437002
evm.TU.Ap4.2109,0.279325482745379
evm.TU.Ap4.211,-0.31145785089766
evm.TU.Ap4.2110,-0.513962248250684
evm.TU.Ap4.2111,NA
evm.TU.Ap4.2112,NA
evm.TU.Ap4.2113,NA
evm.TU.Ap4.2114,NA
evm.TU.Ap4.2115,NA
evm.TU.Ap4.2116,NA
evm.TU.Ap4.2117,0.177087221711162
evm.TU.Ap4.2118,-1.61280415946457
evm.TU.Ap4.2119,-0.83009225209228
evm.TU.Ap4.212,0.107272953343852
evm.TU.Ap4.2120,0.124970851910788
evm.TU.Ap4.2121,0.170201639563819
evm.TU.Ap4.2122,-0.846389902609518
evm.TU.Ap4.2123,-0.10604749632594
evm.TU.Ap4.2124,0.124970851910788
evm.TU.Ap4.2125,-0.0170600150274049
evm.TU.Ap4.2126,1.57702585593268
evm.TU.Ap4.2127,-0.348031989114126
evm.TU.Ap4.2128,0.371026581798122
evm.TU.Ap4.2129,0.29158163788768
evm.TU.Ap4.213,0.0503711024194053
evm.TU.Ap4.2130,0.464714365255544
evm.TU.Ap4.2131,0.165834748863826
evm.TU.Ap4.2132,NA
evm.TU.Ap4.2133,NA
evm.TU.Ap4.2134,NA
evm.TU.Ap4.2135,0.0390378871551934
evm.TU.Ap4.2136,NA
evm.TU.Ap4.2137,NA
evm.TU.Ap4.2138,0.140032131932391
evm.TU.Ap4.2139,0.371026581798122
evm.TU.Ap4.214,-0.0727784034048541
evm.TU.Ap4.2140,NA
evm.TU.Ap4.2141,-0.322935993055079
evm.TU.Ap4.2142,-0.91122128968666
evm.TU.Ap4.2143,NA
evm.TU.Ap4.2144,NA
evm.TU.Ap4.2145,NA
evm.TU.Ap4.2146,-0.449414584963101
evm.TU.Ap4.2147,0.371026581798122
evm.TU.Ap4.2148,NA
evm.TU.Ap4.2149,NA
evm.TU.Ap4.215,-1.56191337815901
evm.TU.Ap4.2150,0.966492233054607
evm.TU.Ap4.2151,-0.558139695900805
evm.TU.Ap4.2152,NA
evm.TU.Ap4.2153,NA
evm.TU.Ap4.2154,0.293527154844149
evm.TU.Ap4.2155,0.371026581798122
evm.TU.Ap4.2156,0.124970851910788
evm.TU.Ap4.2157,NA
evm.TU.Ap4.2158,0.371026581798122
evm.TU.Ap4.2159,NA
evm.TU.Ap4.216,NA
evm.TU.Ap4.2160,NA
evm.TU.Ap4.2161,0.124970851910788
evm.TU.Ap4.2162,NA
evm.TU.Ap4.2163,0.371026581798122
evm.TU.Ap4.2164,0.2507709801555
evm.TU.Ap4.2165,0.124970851910788
evm.TU.Ap4.2166,-0.353342466024272
evm.TU.Ap4.2167,0.371026581798122
evm.TU.Ap4.2168,NA
evm.TU.Ap4.2169,NA
evm.TU.Ap4.217,-0.202075885834221
evm.TU.Ap4.2170,-0.109767286181238
evm.TU.Ap4.2171,0.803727207680554
evm.TU.Ap4.2172,NA
evm.TU.Ap4.2173,NA
evm.TU.Ap4.2174,NA
evm.TU.Ap4.2175,NA
evm.TU.Ap4.2176,0.371026581798122
evm.TU.Ap4.2177,0.371026581798122
evm.TU.Ap4.2178,0.371026581798122
evm.TU.Ap4.2179,NA
evm.TU.Ap4.218,NA
evm.TU.Ap4.2180,NA
evm.TU.Ap4.2181,NA
evm.TU.Ap4.2182,0.124970851910788
evm.TU.Ap4.2183,NA
evm.TU.Ap4.2184,0.124970851910788
evm.TU.Ap4.2185,NA
evm.TU.Ap4.2186,NA
evm.TU.Ap4.2187,NA
evm.TU.Ap4.2188,0.124970851910788
evm.TU.Ap4.2189,0.496623165166998
evm.TU.Ap4.219,NA
evm.TU.Ap4.2190,-0.417764178704662
evm.TU.Ap4.2191,-0.608672526777977
evm.TU.Ap4.2192,0.124970851910788
evm.TU.Ap4.2193,0.0272113003340031
evm.TU.Ap4.2194,0.925145146841582
evm.TU.Ap4.2195,0.8892318240321
evm.TU.Ap4.2196,0.0247278799713973
evm.TU.Ap4.2197,0.0247278799713973
evm.TU.Ap4.2198,0.371026581798122
evm.TU.Ap4.2199,NA
evm.TU.Ap4.22,0.124970851910788
evm.TU.Ap4.220,NA
evm.TU.Ap4.2200,NA
evm.TU.Ap4.2201,NA
evm.TU.Ap4.2202,0.575949320217283
evm.TU.Ap4.2203,0.371026581798122
evm.TU.Ap4.2204,0.173884784503006
evm.TU.Ap4.2205,0.513576342199877
evm.TU.Ap4.2206,0.371026581798122
evm.TU.Ap4.2207,0.371026581798122
evm.TU.Ap4.2208,NA
evm.TU.Ap4.2209,0.502205666739227
evm.TU.Ap4.221,NA
evm.TU.Ap4.2210,-0.0834672250881268
evm.TU.Ap4.2211,-0.27619022489642
evm.TU.Ap4.2212,-0.677269839866907
evm.TU.Ap4.2213,-1.56108530736172
evm.TU.Ap4.2214,0.371026581798122
evm.TU.Ap4.2215,NA
evm.TU.Ap4.2216,0.0247278799713975
evm.TU.Ap4.2217,NA
evm.TU.Ap4.2218,-0.22132043313507
evm.TU.Ap4.2219,-0.14455587167266
evm.TU.Ap4.222,NA
evm.TU.Ap4.2220,0.294084410010458
evm.TU.Ap4.2221,0.0247278799713973
evm.TU.Ap4.2222,0.401330029845782
evm.TU.Ap4.2223,NA
evm.TU.Ap4.2224,NA
evm.TU.Ap4.2225,NA
evm.TU.Ap4.2226,NA
evm.TU.Ap4.2227,0.514634831778123
evm.TU.Ap4.2228,0.371026581798122
evm.TU.Ap4.2229,NA
evm.TU.Ap4.223,NA
evm.TU.Ap4.2230,0.124970851910788
evm.TU.Ap4.2231,NA
evm.TU.Ap4.2232,NA
evm.TU.Ap4.2233,NA
evm.TU.Ap4.2234,NA
evm.TU.Ap4.2235,NA
evm.TU.Ap4.2236,0.124970851910788
evm.TU.Ap4.2237,0.336529864220145
evm.TU.Ap4.2238,NA
evm.TU.Ap4.2239,-0.0909137152378131
evm.TU.Ap4.224,NA
evm.TU.Ap4.2240,0.44591544273176
evm.TU.Ap4.2241,-0.0645613101865788
evm.TU.Ap4.2242,0.371026581798122
evm.TU.Ap4.2243,0.193875036567465
evm.TU.Ap4.2244,NA
evm.TU.Ap4.2245,NA
evm.TU.Ap4.2246,0.123948627130729
evm.TU.Ap4.2247,NA
evm.TU.Ap4.2248,0.124970851910788
evm.TU.Ap4.2249,NA
evm.TU.Ap4.225,NA
evm.TU.Ap4.2250,0.16221606192143
evm.TU.Ap4.2251,-0.953978123788119
evm.TU.Ap4.2252,0.30833972516619
evm.TU.Ap4.2253,0.124970851910788
evm.TU.Ap4.2254,NA
evm.TU.Ap4.2255,0.0570303028064565
evm.TU.Ap4.2256,0.057528104150232
evm.TU.Ap4.2257,NA
evm.TU.Ap4.2258,-1.9754739284359
evm.TU.Ap4.2259,-0.0672206368725497
evm.TU.Ap4.226,NA
evm.TU.Ap4.2260,0.250770980155501
evm.TU.Ap4.2261,-0.0657265084592178
evm.TU.Ap4.2262,0.922498330401552
evm.TU.Ap4.2263,NA
evm.TU.Ap4.2264,0.124970851910788
evm.TU.Ap4.2265,NA
evm.TU.Ap4.2266,0.124970851910788
evm.TU.Ap4.2267,NA
evm.TU.Ap4.2268,NA
evm.TU.Ap4.2269,0.643277696231676
evm.TU.Ap4.227,NA
evm.TU.Ap4.2270,0.0247278799713973
evm.TU.Ap4.2271,0.836215697133411
evm.TU.Ap4.2272,0.0577483027137474
evm.TU.Ap4.2273,NA
evm.TU.Ap4.2274,NA
evm.TU.Ap4.2275,NA
evm.TU.Ap4.2276,NA
evm.TU.Ap4.2277,0.2507709801555
evm.TU.Ap4.2278,NA
evm.TU.Ap4.2279,NA
evm.TU.Ap4.228,NA
evm.TU.Ap4.2280,0.0247278799713973
evm.TU.Ap4.2281,0.124970851910788
evm.TU.Ap4.2282,NA
evm.TU.Ap4.2283,-0.715042162043944
evm.TU.Ap4.2284,0.371026581798122
evm.TU.Ap4.2285,1.59350101996815
evm.TU.Ap4.2286,0.371026581798122
evm.TU.Ap4.2287,0.371026581798122
evm.TU.Ap4.2288,-0.0810843008134969
evm.TU.Ap4.2289,-0.0769142504656576
evm.TU.Ap4.229,NA
evm.TU.Ap4.2290,0.908024340244868
evm.TU.Ap4.2291,-0.717623646443605
evm.TU.Ap4.2292,-0.0727784034048539
evm.TU.Ap4.2293,-0.0849327096173338
evm.TU.Ap4.2294,NA
evm.TU.Ap4.2295,NA
evm.TU.Ap4.2296,NA
evm.TU.Ap4.2297,NA
evm.TU.Ap4.2298,NA
evm.TU.Ap4.2299,NA
evm.TU.Ap4.23,-0.259140957044429
evm.TU.Ap4.230,NA
evm.TU.Ap4.2300,0.820000743713208
evm.TU.Ap4.2301,-0.042562332260094
evm.TU.Ap4.2302,-0.30665680315336
evm.TU.Ap4.2303,NA
evm.TU.Ap4.2304,NA
evm.TU.Ap4.2305,-0.0375931125863214
evm.TU.Ap4.2306,2.01391946392422
evm.TU.Ap4.2307,NA
evm.TU.Ap4.2308,0.124970851910788
evm.TU.Ap4.2309,1.3972049272604
evm.TU.Ap4.231,NA
evm.TU.Ap4.2310,-0.173542265467723
evm.TU.Ap4.2311,0.235354797376685
evm.TU.Ap4.2312,-0.51594075990663
evm.TU.Ap4.2313,-1.0957971228348
evm.TU.Ap4.2314,1.02736842116859
evm.TU.Ap4.2315,-1.69217138724678
evm.TU.Ap4.2316,NA
evm.TU.Ap4.2317,0.124970851910788
evm.TU.Ap4.2318,-0.0707762992140411
evm.TU.Ap4.2319,0.473374326063864
evm.TU.Ap4.232,NA
evm.TU.Ap4.2320,0.128287961843425
evm.TU.Ap4.2321,NA
evm.TU.Ap4.2322,0.0247278799713973
evm.TU.Ap4.2323,NA
evm.TU.Ap4.2324,NA
evm.TU.Ap4.2325,0.523715687203688
evm.TU.Ap4.2326,0.371026581798122
evm.TU.Ap4.2327,NA
evm.TU.Ap4.2328,0.371026581798122
evm.TU.Ap4.2329,0.558294232724146
evm.TU.Ap4.233,0.124970851910788
evm.TU.Ap4.2330,NA
evm.TU.Ap4.2331,NA
evm.TU.Ap4.2332,0.371026581798122
evm.TU.Ap4.2333,NA
evm.TU.Ap4.2334,0.124970851910788
evm.TU.Ap4.2335,0.124970851910788
evm.TU.Ap4.2336,NA
evm.TU.Ap4.2337,-0.130449230862755
evm.TU.Ap4.2338,-0.228588503669298
evm.TU.Ap4.2339,NA
evm.TU.Ap4.234,NA
evm.TU.Ap4.2340,0.165081598979686
evm.TU.Ap4.2341,0.2507709801555
evm.TU.Ap4.2342,NA
evm.TU.Ap4.2343,-0.32131783482993
evm.TU.Ap4.2344,-1.1673275536859
evm.TU.Ap4.2345,-0.207438658257129
evm.TU.Ap4.2346,0.250770980155501
evm.TU.Ap4.2347,2.03636051589502
evm.TU.Ap4.2348,-1.34570409001547
evm.TU.Ap4.2349,NA
evm.TU.Ap4.235,NA
evm.TU.Ap4.2350,NA
evm.TU.Ap4.2351,-0.126146105892971
evm.TU.Ap4.2352,0.124970851910788
evm.TU.Ap4.2353,0.2507709801555
evm.TU.Ap4.2354,NA
evm.TU.Ap4.2355,NA
evm.TU.Ap4.2356,NA
evm.TU.Ap4.2357,0.371026581798122
evm.TU.Ap4.2358,0.124970851910788
evm.TU.Ap4.2359,0.442586657691963
evm.TU.Ap4.236,0.124970851910788
evm.TU.Ap4.2360,NA
evm.TU.Ap4.2361,NA
evm.TU.Ap4.2362,NA
evm.TU.Ap4.2363,-0.0857558481957768
evm.TU.Ap4.2364,NA
evm.TU.Ap4.2365,NA
evm.TU.Ap4.2366,NA
evm.TU.Ap4.2367,NA
evm.TU.Ap4.2368,NA
evm.TU.Ap4.2369,-0.245973114933385
evm.TU.Ap4.237,NA
evm.TU.Ap4.2370,0.105123564611697
evm.TU.Ap4.2371,0.124970851910788
evm.TU.Ap4.2372,NA
evm.TU.Ap4.2373,NA
evm.TU.Ap4.2374,0.528950299393368
evm.TU.Ap4.2375,0.762933955239545
evm.TU.Ap4.2376,-0.151564422064373
evm.TU.Ap4.2377,NA
evm.TU.Ap4.2378,-0.203506033701173
evm.TU.Ap4.2379,0.618002428114475
evm.TU.Ap4.238,NA
evm.TU.Ap4.2380,NA
evm.TU.Ap4.2381,NA
evm.TU.Ap4.2382,NA
evm.TU.Ap4.2383,NA
evm.TU.Ap4.2384,NA
evm.TU.Ap4.2385,NA
evm.TU.Ap4.2386,NA
evm.TU.Ap4.2387,NA
evm.TU.Ap4.2388,NA
evm.TU.Ap4.2389,0.0247278799713973
evm.TU.Ap4.239,0.422247285101207
evm.TU.Ap4.2390,NA
evm.TU.Ap4.2391,NA
evm.TU.Ap4.2392,0.46559051454489
evm.TU.Ap4.2393,0.605564514290003
evm.TU.Ap4.2394,0.124970851910788
evm.TU.Ap4.2395,0.756510304994198
evm.TU.Ap4.2396,NA
evm.TU.Ap4.2397,NA
evm.TU.Ap4.2398,NA
evm.TU.Ap4.2399,NA
evm.TU.Ap4.24,0.468468015595488
evm.TU.Ap4.240,NA
evm.TU.Ap4.2400,0.371026581798122
evm.TU.Ap4.2401,0.371026581798122
evm.TU.Ap4.2402,0.453686933010746
evm.TU.Ap4.2403,0.0591685410042171
evm.TU.Ap4.2404,0.124970851910788
evm.TU.Ap4.2405,NA
evm.TU.Ap4.2406,0.124970851910788
evm.TU.Ap4.2407,-0.592667940559621
evm.TU.Ap4.2408,0.564616322161551
evm.TU.Ap4.2409,0.364437080677193
evm.TU.Ap4.241,NA
evm.TU.Ap4.2410,0.323307252526628
evm.TU.Ap4.2411,NA
evm.TU.Ap4.2412,NA
evm.TU.Ap4.2413,NA
evm.TU.Ap4.2414,-0.124514549531021
evm.TU.Ap4.2415,NA
evm.TU.Ap4.2416,NA
evm.TU.Ap4.2417,0.124970851910788
evm.TU.Ap4.2418,0.471801717869481
evm.TU.Ap4.2419,0.273414139775313
evm.TU.Ap4.242,-0.914914377498402
evm.TU.Ap4.2420,0.124970851910788
evm.TU.Ap4.2421,0.124970851910788
evm.TU.Ap4.2422,NA
evm.TU.Ap4.2423,-0.258736887409332
evm.TU.Ap4.2424,0.469205406865284
evm.TU.Ap4.2425,0.371026581798122
evm.TU.Ap4.2426,-0.088274988530049
evm.TU.Ap4.2427,-0.248437397197555
evm.TU.Ap4.2428,-0.0172726283014103
evm.TU.Ap4.2429,-0.134752642368402
evm.TU.Ap4.243,NA
evm.TU.Ap4.2430,NA
evm.TU.Ap4.2431,NA
evm.TU.Ap4.2432,NA
evm.TU.Ap4.2433,0.0460655533240556
evm.TU.Ap4.2434,0.0579808554454883
evm.TU.Ap4.2435,0.524934020096688
evm.TU.Ap4.2436,0.463649362670229
evm.TU.Ap4.2437,0.483251442739946
evm.TU.Ap4.2438,NA
evm.TU.Ap4.2439,0.124970851910788
evm.TU.Ap4.244,NA
evm.TU.Ap4.2440,0.499102095017679
evm.TU.Ap4.2441,-0.850731078170951
evm.TU.Ap4.2442,0.261800937364175
evm.TU.Ap4.2443,0.102845105986951
evm.TU.Ap4.2444,0.2507709801555
evm.TU.Ap4.2445,0.250770980155501
evm.TU.Ap4.2446,2.21418314282041
evm.TU.Ap4.2447,0.221483888656027
evm.TU.Ap4.2448,NA
evm.TU.Ap4.2449,0.324515615409613
evm.TU.Ap4.245,-0.179280757879242
evm.TU.Ap4.2450,0.371026581798122
evm.TU.Ap4.2451,1.80235331348698
evm.TU.Ap4.2452,-0.184868127350523
evm.TU.Ap4.2453,0.35136074064046
evm.TU.Ap4.2454,-1.10191892857422
evm.TU.Ap4.2455,0.0247278799713972
evm.TU.Ap4.2456,0.112463781081083
evm.TU.Ap4.2457,NA
evm.TU.Ap4.2458,0.863481093369225
evm.TU.Ap4.2459,-0.912264053994819
evm.TU.Ap4.246,NA
evm.TU.Ap4.2460,-0.0727784034048541
evm.TU.Ap4.2461,0.0527472745774686
evm.TU.Ap4.2462,NA
evm.TU.Ap4.2463,NA
evm.TU.Ap4.2464,0.0558259207854922
evm.TU.Ap4.2465,-0.668141563000607
evm.TU.Ap4.2466,NA
evm.TU.Ap4.2467,0.563559488628224
evm.TU.Ap4.2468,-0.088274988530049
evm.TU.Ap4.2469,-0.339451386815385
evm.TU.Ap4.247,0.371026581798122
evm.TU.Ap4.2470,0.371026581798122
evm.TU.Ap4.2471,NA
evm.TU.Ap4.2472,0.782193381543395
evm.TU.Ap4.2473,0.111514734693422
evm.TU.Ap4.2474,NA
evm.TU.Ap4.2475,1.66845114804812
evm.TU.Ap4.2476,-3.78724262608711
evm.TU.Ap4.2477,NA
evm.TU.Ap4.2478,0.302775700255816
evm.TU.Ap4.2479,0.784614548995036
evm.TU.Ap4.248,NA
evm.TU.Ap4.2480,0.124970851910788
evm.TU.Ap4.2481,NA
evm.TU.Ap4.2482,0.173340457983353
evm.TU.Ap4.2483,-2.45659958056939
evm.TU.Ap4.2484,-0.0404545940619536
evm.TU.Ap4.2485,-0.0179415795227436
evm.TU.Ap4.2486,0.371026581798122
evm.TU.Ap4.2487,0.2507709801555
evm.TU.Ap4.2488,NA
evm.TU.Ap4.2489,NA
evm.TU.Ap4.249,NA
evm.TU.Ap4.2490,0.0247278799713973
evm.TU.Ap4.2491,0.371026581798122
evm.TU.Ap4.2492,0.0247278799713975
evm.TU.Ap4.2493,NA
evm.TU.Ap4.2494,0.124970851910788
evm.TU.Ap4.2495,1.54289842933323
evm.TU.Ap4.2496,-0.549780888188152
evm.TU.Ap4.2497,NA
evm.TU.Ap4.2498,2.2486363047922
evm.TU.Ap4.2499,0.124970851910788
evm.TU.Ap4.25,0.444185782477341
evm.TU.Ap4.250,NA
evm.TU.Ap4.2500,0.531607223529609
evm.TU.Ap4.2501,NA
evm.TU.Ap4.2502,-0.141385567420761
evm.TU.Ap4.2503,0.371026581798122
evm.TU.Ap4.2504,-0.36821538854131
evm.TU.Ap4.2505,NA
evm.TU.Ap4.2506,1.90962386380579
evm.TU.Ap4.2507,NA
evm.TU.Ap4.2508,NA
evm.TU.Ap4.2509,NA
evm.TU.Ap4.251,NA
evm.TU.Ap4.2510,NA
evm.TU.Ap4.2511,0.00906180084689723
evm.TU.Ap4.2512,0.2507709801555
evm.TU.Ap4.2513,NA
evm.TU.Ap4.2514,0.0247278799713972
evm.TU.Ap4.2515,NA
evm.TU.Ap4.2516,0.394383314496132
evm.TU.Ap4.2517,0.92675832547572
evm.TU.Ap4.2518,1.39691724657073
evm.TU.Ap4.2519,NA
evm.TU.Ap4.252,NA
evm.TU.Ap4.2520,NA
evm.TU.Ap4.2521,NA
evm.TU.Ap4.2522,0.2507709801555
evm.TU.Ap4.2523,0.124970851910788
evm.TU.Ap4.2524,NA
evm.TU.Ap4.2525,0.140032131932391
evm.TU.Ap4.2526,-0.0866023623426516
evm.TU.Ap4.2527,NA
evm.TU.Ap4.2528,NA
evm.TU.Ap4.2529,NA
evm.TU.Ap4.253,NA
evm.TU.Ap4.2530,0.0587996116035165
evm.TU.Ap4.2531,0.0055366848987182
evm.TU.Ap4.2532,NA
evm.TU.Ap4.2533,0.124970851910788
evm.TU.Ap4.2534,0.039432304075544
evm.TU.Ap4.2535,0.124970851910788
evm.TU.Ap4.2536,NA
evm.TU.Ap4.2537,NA
evm.TU.Ap4.2538,0.371026581798122
evm.TU.Ap4.2539,NA
evm.TU.Ap4.254,NA
evm.TU.Ap4.2540,NA
evm.TU.Ap4.2541,NA
evm.TU.Ap4.2542,1.18721465912467
evm.TU.Ap4.2543,NA
evm.TU.Ap4.2544,NA
evm.TU.Ap4.2545,-1.09919818495757
evm.TU.Ap4.2546,0.0247278799713973
evm.TU.Ap4.2547,0.0672346669252095
evm.TU.Ap4.2548,0.12735833521533
evm.TU.Ap4.2549,NA
evm.TU.Ap4.255,NA
evm.TU.Ap4.2550,NA
evm.TU.Ap4.2551,0.807406797874066
evm.TU.Ap4.2552,0.485184988921673
evm.TU.Ap4.2553,NA
evm.TU.Ap4.2554,NA
evm.TU.Ap4.2555,NA
evm.TU.Ap4.2556,0.7795388328966
evm.TU.Ap4.2557,NA
evm.TU.Ap4.2558,0.720088646307289
evm.TU.Ap4.2559,-0.896465940987564
evm.TU.Ap4.256,NA
evm.TU.Ap4.2560,-2.04498054755303
evm.TU.Ap4.2561,NA
evm.TU.Ap4.2562,NA
evm.TU.Ap4.2563,0.2507709801555
evm.TU.Ap4.2564,0.539534944866802
evm.TU.Ap4.2565,-3.0599278993389
evm.TU.Ap4.2566,0.124970851910788
evm.TU.Ap4.2567,0.267181414345611
evm.TU.Ap4.2568,NA
evm.TU.Ap4.2569,0.403260744753248
evm.TU.Ap4.257,-0.208660976377966
evm.TU.Ap4.2570,-2.59571063477086
evm.TU.Ap4.2571,-0.137080885822742
evm.TU.Ap4.2572,0.124970851910788
evm.TU.Ap4.2573,-0.214630611239221
evm.TU.Ap4.2574,-0.487165801089279
evm.TU.Ap4.2575,0.671088318007676
evm.TU.Ap4.2576,-0.0111297689699668
evm.TU.Ap4.2577,0.124970851910788
evm.TU.Ap4.2578,0.371026581798122
evm.TU.Ap4.2579,0.0247278799713975
evm.TU.Ap4.258,NA
evm.TU.Ap4.2580,NA
evm.TU.Ap4.2581,-0.0727784034048541
evm.TU.Ap4.2582,NA
evm.TU.Ap4.2583,-0.213598890461271
evm.TU.Ap4.2584,-0.0662562873832588
evm.TU.Ap4.2585,-0.216873917587153
evm.TU.Ap4.2586,-0.380496893204308
evm.TU.Ap4.2587,0.0920009019848257
evm.TU.Ap4.2588,0.0592573356858419
evm.TU.Ap4.2589,NA
evm.TU.Ap4.259,-0.545460766573402
evm.TU.Ap4.2590,0.362419378203491
evm.TU.Ap4.2591,NA
evm.TU.Ap4.2592,0.0247278799713973
evm.TU.Ap4.2593,NA
evm.TU.Ap4.2594,0.116544188506317
evm.TU.Ap4.2595,NA
evm.TU.Ap4.2596,NA
evm.TU.Ap4.2597,NA
evm.TU.Ap4.2598,-0.292544147929203
evm.TU.Ap4.2599,0.124970851910788
evm.TU.Ap4.26,0.31092964978712
evm.TU.Ap4.260,-2.78230957962613
evm.TU.Ap4.2600,0.124970851910788
evm.TU.Ap4.2601,0.618002428114475
evm.TU.Ap4.2602,-0.161217690551229
